,gen,importancia
461,Glyma.10G187000,0.00035180879043725553
462,Glyma.18G031866,0.00035162570965049835
463,Glyma.02G012000,0.0003513159998133962
464,Glyma.10G126100,0.0003511369998889724
465,Glyma.19G182600,0.0003510724644338633
466,Glyma.17G050700,0.00034949679970137286
467,Glyma.19G189700,0.00034925068049607475
468,Glyma.04G166800,0.00034770724137960223
469,Glyma.01G027400,0.00034628187682767035
470,Glyma.09G036100,0.00034590707645648113
471,Glyma.04G158133,0.00034589275868242026
472,Glyma.10G074300,0.000345238017345735
473,Glyma.11G173500,0.00034521528263336637
474,Glyma.03G126900,0.0003436493828045061
475,Glyma.12G140250,0.0003408466511979843
476,Glyma.09G253960,0.0003359291661015901
477,Glyma.01G125500,0.00033470797478174583
478,Glyma.11G027900,0.0003339247980295751
479,Glyma.16G177700,0.0003337284873588253
480,Glyma.03G226150,0.000333645759272384
481,Glyma.14G208200,0.00033349494909415075
482,Glyma.06G259600,0.00033337534204464344
483,Glyma.06G265900,0.0003331066687382345
484,Glyma.10G265450,0.00033112985891461434
485,Glyma.10G185900,0.0003303108130920536
486,Glyma.01G132600,0.00032970986297680316
487,Glyma.08G018050,0.0003289189199509651
488,Glyma.04G172600,0.00032847116631512025
489,Glyma.10G091950,0.00032818484165560234
490,Glyma.05G049700,0.00032707892585666007
491,Glyma.04G168701,0.00032707585716169765
492,Glyma.14G168600,0.0003260246071145558
493,Glyma.13G145500,0.00032549446862565305
494,Glyma.13G339100,0.00032532766594310257
495,Glyma.03G041950,0.0003252782291355053
496,Glyma.U044501,0.0003248174904800959
497,Glyma.13G204600,0.00032439352489917444
498,Glyma.06G037801,0.00032403134460831163
499,Glyma.16G058250,0.00032396843182073255
500,Glyma.06G076800,0.00032385845512395496
501,Glyma.10G111750,0.0003226876171150333
502,Glyma.06G288100,0.00032257092374102307
503,Glyma.04G120900,0.0003193453890045886
504,Glyma.18G095100,0.00031924273612561903
505,Glyma.05G139150,0.0003188526627442011
506,Glyma.04G102900,0.0003185887704298759
507,Glyma.07G067200,0.0003184394492775448
508,Glyma.01G126700,0.00031767746082975303
509,Glyma.06G273200,0.0003174198406094978
510,Glyma.07G238475,0.00031724666149482103
511,Glyma.06G213125,0.0003160780280305656
512,Glyma.09G005800,0.0003154459075583408
513,Glyma.07G113200,0.00031477129900109524
514,Glyma.14G103900,0.0003138776277237002
515,Glyma.06G210600,0.0003130882895342779
516,Glyma.17G177400,0.00031250337599089695
517,Glyma.10G263251,0.0003124926010449665
518,Glyma.18G179076,0.0003113386171325009
519,Glyma.15G185600,0.00031111634572163227
520,Glyma.15G181900,0.0003102726911176191
521,Glyma.20G136500,0.00030938674720657286
522,Glyma.12G199700,0.00030893196480089085
523,Glyma.18G123100,0.00030792983226172376
524,Glyma.12G177650,0.00030765396309605616
525,Glyma.01G170800,0.0003074408101215365
526,Glyma.03G124500,0.00030717023250103487
527,Glyma.17G248000,0.00030658510351448074
528,Glyma.14G070800,0.00030650771429499915
529,Glyma.18G284550,0.0003064145817355415
530,Glyma.13G334900,0.0003059386489675293
531,Glyma.05G152700,0.00030553751736759705
532,Glyma.11G080000,0.00030485105648406935
533,Glyma.10G025200,0.00030474617607923946
534,Glyma.14G043300,0.00030425818925905587
535,Glyma.10G066900,0.0003041508373012205
536,Glyma.12G129500,0.0003040119972433763
537,Glyma.20G152700,0.00030309334114814564
538,Glyma.15G135400,0.000302686930766547
539,Glyma.08G317475,0.0003023569120208673
540,Glyma.09G015000,0.00030147791655538164
541,Glyma.01G201600,0.00030134266493484326
542,Glyma.17G072900,0.0003007529182436214
543,Glyma.13G121201,0.0003004106862990503
544,Glyma.14G161833,0.00029993752007935037
545,Glyma.09G092050,0.00029937883891383406
546,Glyma.15G225700,0.0002991728504290712
547,Glyma.11G072300,0.00029833969520449223
548,Glyma.10G080050,0.00029600905907180297
549,Glyma.15G109200,0.00029560976679420106
550,Glyma.16G198800,0.00029538989105638494
551,Glyma.10G232251,0.00029461280583807463
552,Glyma.20G191200,0.00029339871184071295
553,Glyma.04G068951,0.0002929950890762466
554,Glyma.20G242600,0.0002927895539685435
555,Glyma.13G169833,0.00029222324441131707
556,Glyma.18G274500,0.0002917480310648458
557,Glyma.02G139366,0.000291529907075675
558,Glyma.19G048700,0.00029125459280606163
559,Glyma.17G061000,0.0002912143820339064
560,Glyma.20G014500,0.00029115734678358644
561,Glyma.05G091150,0.0002910084043005216
562,Glyma.04G203266,0.0002900077829047221
563,Glyma.12G205100,0.0002897758656156225
564,Glyma.01G028033,0.000289535423067705
565,Glyma.15G207400,0.000289237560055532
566,Glyma.14G144400,0.00028840074042580814
567,Glyma.14G101550,0.00028802244156453865
568,Glyma.03G163533,0.00028716306243110857
569,Glyma.18G043766,0.00028693987484204435
570,Glyma.11G055000,0.0002866230719391134
571,Glyma.07G203700,0.0002861829943274237
572,Glyma.13G027200,0.0002853701560817049
573,Glyma.19G087701,0.0002853599941758221
574,Glyma.13G288800,0.00028474241920201733
575,Glyma.03G206800,0.0002838510087681391
576,Glyma.06G283100,0.0002838205579511846
577,Glyma.11G257000,0.0002836881452935567
578,Glyma.17G122000,0.0002834377197554462
579,Glyma.12G057400,0.0002831005166365893
580,Glyma.03G081350,0.0002829572941999705
581,Glyma.02G140000,0.0002829399504560498
582,Glyma.08G321500,0.00028164045135463785
583,Glyma.15G189600,0.00028149650083069934
584,Glyma.08G339850,0.00028136032027794287
585,Glyma.14G110400,0.0002809376471977637
586,Glyma.09G076000,0.0002801890029818616
587,Glyma.19G019451,0.0002801355069904479
588,Glyma.U039400,0.00028010831180752993
589,Glyma.08G079400,0.00027929870152802847
590,Glyma.09G030500,0.00027903253419843036
591,Glyma.19G195200,0.0002790299074892797
592,Glyma.15G093000,0.000278653774391494
593,Glyma.05G246100,0.0002780932885114679
594,Glyma.15G240751,0.00027673076785682276
595,Glyma.07G124100,0.0002766745746826028
596,Glyma.15G025732,0.00027607500578411687
597,Glyma.15G049700,0.00027589483703047087
598,Glyma.12G220700,0.0002757622438949994
599,Glyma.18G034500,0.0002753122477899069
600,Glyma.09G056000,0.0002741547370658031
601,Glyma.12G084000,0.00027413414465635416
602,Glyma.10G176400,0.00027409100296247625
603,Glyma.06G247752,0.0002740162174200272
604,Glyma.02G179700,0.0002736627386128521
605,Glyma.03G017350,0.00027253103747373485
606,Glyma.13G295200,0.00027173597093424224
607,Glyma.14G195151,0.00027155759558035306
608,Glyma.07G239100,0.0002713204431367509
609,Glyma.13G337150,0.00027130990000101194
610,Glyma.15G245200,0.00027064327274571755
611,Glyma.U033305,0.000270300014212885
612,Glyma.17G025950,0.00027001082476262923
613,Glyma.16G191201,0.000269388632899642
614,Glyma.08G208800,0.00026927237125102827
615,Glyma.02G010800,0.0002681821129049816
616,Glyma.14G038600,0.0002680697023435561
617,Glyma.10G156800,0.00026750662929605356
618,Glyma.11G091600,0.0002674613676607141
619,Glyma.10G118200,0.00026670000939503686
620,Glyma.06G228200,0.00026635921798523536
621,Glyma.17G191733,0.00026621037243270513
622,Glyma.03G056800,0.0002659950853877691
623,Glyma.02G229050,0.0002658411965915386
624,Glyma.20G016400,0.0002652832326211247
625,Glyma.18G063400,0.00026503358412979317
626,Glyma.10G114100,0.00026502060472489416
627,Glyma.15G083800,0.0002649964024352369
628,Glyma.05G229700,0.0002647222389415063
629,Glyma.08G267100,0.00026327863710632525
630,Glyma.04G037150,0.0002630413521019463
631,Glyma.06G080800,0.00026226891310775994
632,Glyma.13G065700,0.00026207625423904136
633,Glyma.15G127000,0.00026179785344019306
634,Glyma.13G003450,0.0002609611142389286
635,Glyma.15G244600,0.00026050777067052424
636,Glyma.06G265420,0.0002603827231077987
637,Glyma.14G022600,0.0002598082357060198
