Gene,importance
Glyma.08G307400,0.0013948049405335824
Glyma.10G295300,0.0013698037884113696
Glyma.08G149800,0.0013691467984894322
Glyma.20G046800,0.0013619603224600055
Glyma.08G352200,0.0013402367517881166
Glyma.03G073702,0.0013255904479904466
Glyma.13G173401,0.0013233750975390282
Glyma.11G129900,0.0013223537442140613
Glyma.03G135800,0.0013202168555067845
Glyma.18G234600,0.0013100812546116814
Glyma.16G080800,0.0013058708407923476
Glyma.12G084500,0.0012978663248446826
Glyma.19G121600,0.001297005430655052
Glyma.02G256900,0.0012624312583758529
Glyma.14G081300,0.001252484792827376
Glyma.09G151400,0.001245426623886599
Glyma.01G230900,0.001239404060792556
Glyma.17G166600,0.0012381561640044671
Glyma.04G134200,0.0012262334712849605
Glyma.09G003100,0.0012219160141297121
Glyma.15G065100,0.001219041633313017
Glyma.02G239100,0.0012056829202631888
Glyma.U031105,0.001198526130075539
Glyma.20G236200,0.0011950249084200742
Glyma.04G220600,0.0011865025122250175
Glyma.10G008600,0.0011841870133734128
Glyma.19G231000,0.0011809349882542387
Glyma.19G255300,0.001171688418476245
Glyma.02G042500,0.0011707083267015546
Glyma.09G269500,0.001166642050018031
Glyma.05G024000,0.0011662192105217407
Glyma.01G161100,0.0011637948108565146
Glyma.09G053700,0.0011510024902164466
Glyma.17G232900,0.0011398046938509653
Glyma.01G143500,0.0011347707056691022
Glyma.16G164200,0.0011230859439133154
Glyma.20G199600,0.0011112839859405714
Glyma.17G244000,0.001110216562723227
Glyma.02G248100,0.0011042194634353986
Glyma.13G030300,0.0010987609740515986
Glyma.01G135200,0.0010973908209776049
Glyma.13G188900,0.0010938634788353982
Glyma.11G178046,0.0010928864898506934
Glyma.05G033600,0.0010919091123534738
Glyma.13G346700,0.001091091963385173
Glyma.03G143700,0.0010902280903033648
Glyma.13G045700,0.0010850738952588477
Glyma.16G014700,0.0010819525984476256
Glyma.17G030200,0.0010628408074584116
Glyma.16G146700,0.001062662895544938
Glyma.19G132700,0.0010585421281314796
Glyma.20G107600,0.0010581290843162108
Glyma.07G108200,0.0010535472982421887
Glyma.02G166800,0.0010429214810715342
Glyma.17G224551,0.0010311682374237027
Glyma.18G254100,0.0010302582984774843
Glyma.08G352451,0.0010264404909656351
Glyma.07G188800,0.0010093490223573355
Glyma.13G312800,0.0010013105406740425
Glyma.19G145200,0.0009983846030627314
Glyma.08G244800,0.0009912375305172363
Glyma.09G161100,0.0009899600208212774
Glyma.10G213000,0.0009882578510836861
Glyma.07G037000,0.0009878668301594189
Glyma.09G048900,0.0009877974191031089
Glyma.02G124700,0.0009779153616157118
Glyma.13G326400,0.0009733287121522987
Glyma.11G070200,0.0009643787311711243
Glyma.10G006600,0.000962766342870297
Glyma.09G159900,0.0009519975521558417
Glyma.07G259900,0.0009498612875510078
Glyma.03G232500,0.0009452285819143182
Glyma.10G253100,0.000932103325087777
Glyma.10G188300,0.0009303784212544375
Glyma.12G141900,0.0009274917328559951
Glyma.04G129200,0.0009211034562896582
Glyma.10G046900,0.0009204044588593307
Glyma.11G070500,0.0009192262021223696
Glyma.15G011900,0.0009116156280992619
Glyma.18G219200,0.0009102132467081562
Glyma.06G249400,0.0009083223825711385
Glyma.19G005700,0.0009077864576535207
Glyma.20G110800,0.0009050075671671979
Glyma.06G167500,0.0009022282901089966
Glyma.05G108200,0.0008891658018489063
Glyma.13G005100,0.0008837337393096489
Glyma.20G010200,0.0008824848296951058
Glyma.09G040400,0.0008802178489604035
Glyma.18G219700,0.0008798887188932393
Glyma.01G106000,0.0008785920754962249
Glyma.11G022800,0.000874809754255582
Glyma.02G243300,0.0008719870747621378
Glyma.11G070600,0.0008715096244657293
Glyma.09G210600,0.0008686255335595494
Glyma.09G198900,0.0008621916020105956
Glyma.05G107500,0.000858122966749802
Glyma.10G290200,0.0008566072094388695
Glyma.12G234600,0.000854700648667102
Glyma.15G012000,0.0008476185267263744
Glyma.12G144400,0.0008473113518370574
Glyma.02G213500,0.0008448837761774834
Glyma.16G021300,0.000844696440636747
Glyma.12G054200,0.0008437838389622315
Glyma.01G202000,0.0008403375128151012
Glyma.14G208000,0.000832028442153938
Glyma.07G140000,0.0008291329439841083
Glyma.05G153200,0.0008276452617860765
Glyma.13G330800,0.0008244647410751961
Glyma.02G307300,0.0008233201078857365
Glyma.07G098900,0.0008220542006145497
Glyma.01G048500,0.0008193692491535172
Glyma.13G129100,0.0008169978505215825
Glyma.07G048900,0.0008135115998904823
Glyma.12G188900,0.0008122945391212556
Glyma.16G173000,0.0008118770711711878
Glyma.18G040500,0.0008095134542288556
Glyma.07G073900,0.0008080576991865504
Glyma.18G022700,0.0008073172030912609
Glyma.02G052300,0.000806290697670185
Glyma.04G246900,0.0008051912984627281
Glyma.19G231800,0.0007962475816382061
Glyma.06G154700,0.0007955178228699903
Glyma.07G051200,0.0007883367704686338
Glyma.16G220900,0.0007868865508580283
Glyma.02G134000,0.0007856121621298942
Glyma.02G006200,0.0007840117874286002
Glyma.10G261200,0.0007817247132449962
Glyma.12G059300,0.0007777141383020493
Glyma.19G088400,0.0007753829886269105
Glyma.09G130400,0.0007731590692284735
Glyma.02G104500,0.0007719928953071373
Glyma.20G207600,0.000767626485633471
Glyma.02G005600,0.0007664415671970455
Glyma.01G187700,0.0007578075654093126
Glyma.07G124500,0.0007518993020949427
Glyma.13G049200,0.0007495438766257393
Glyma.16G132500,0.0007484054033937659
Glyma.09G183400,0.0007480473805929429
Glyma.20G064500,0.0007452794879339453
Glyma.20G137700,0.0007439706505547767
Glyma.11G167100,0.000742308373189455
Glyma.06G132700,0.0007362559122344835
Glyma.13G233300,0.0007359361214506134
Glyma.02G028600,0.0007319608767320617
Glyma.16G023000,0.0007275136137065472
Glyma.14G049000,0.0007264243562938758
Glyma.13G303400,0.0007199725095306907
Glyma.09G277800,0.0007192396449721732
Glyma.04G232200,0.0007147395723894745
Glyma.18G056600,0.0007113414737857113
Glyma.17G005100,0.0007025016380611061
Glyma.06G136900,0.0007011480245327018
Glyma.01G031500,0.0006981424684567407
Glyma.01G211800,0.0006968045343426132
Glyma.18G138400,0.0006912723196409805
Glyma.17G039200,0.0006895755745614233
Glyma.01G022400,0.0006893886531558856
Glyma.11G021400,0.0006893528206313768
Glyma.11G198500,0.0006843499774287987
Glyma.19G162200,0.000682246405722179
Glyma.18G064100,0.0006816546331076668
Glyma.15G145700,0.0006783470860553419
Glyma.09G281900,0.0006779873945676735
Glyma.03G208400,0.0006765612109801111
Glyma.07G190700,0.0006764014615721066
Glyma.06G106100,0.0006725546633851709
Glyma.19G011700,0.0006709255763908009
Glyma.07G120900,0.0006682627742558098
Glyma.20G114200,0.0006622976115131027
Glyma.19G018600,0.0006617057772048178
Glyma.09G118300,0.0006573955751263888
Glyma.09G051900,0.000654917178409406
Glyma.05G022600,0.0006532945942914073
Glyma.02G002100,0.0006512748292924437
Glyma.03G004300,0.0006484712887072289
Glyma.07G008300,0.0006477735862230558
Glyma.08G339000,0.0006472235946783391
Glyma.14G053900,0.0006431172910330312
Glyma.16G008500,0.0006424891149959407
Glyma.18G265800,0.0006369717641705392
Glyma.12G015300,0.0006360711921651882
Glyma.14G194100,0.0006290578623845041
Glyma.06G260200,0.000628660212970198
Glyma.09G269400,0.0006270117704169282
Glyma.04G079300,0.0006234496270197971
Glyma.06G145300,0.0006224359903782194
Glyma.02G088700,0.0006217411473211856
Glyma.17G151700,0.0006207639931019086
Glyma.01G239600,0.0006199525593725563
Glyma.09G049200,0.0006196912789435563
Glyma.08G113600,0.0006189530719495069
Glyma.20G205800,0.0006171457600363521
Glyma.09G062000,0.000615216616061454
Glyma.17G030000,0.0006135433730055687
Glyma.17G011700,0.0006133175081795264
Glyma.20G178000,0.0006107224499954851
Glyma.03G201500,0.0006088456610510306
Glyma.07G243500,0.0006086992680383881
Glyma.02G089500,0.0006067000822251491
Glyma.14G157600,0.0006066527327774634
Glyma.01G173800,0.0006046868241073265
Glyma.20G169200,0.0006043633525068991
Glyma.12G207400,0.0006043465126271406
Glyma.04G054200,0.0006033250673541853
Glyma.08G211800,0.0006010864205897343
Glyma.04G086300,0.0006009340613163924
Glyma.02G055000,0.0006001729238684684
Glyma.02G128800,0.0005985688338781597
Glyma.01G232400,0.0005976530468137367
Glyma.02G309000,0.0005964845290934963
Glyma.03G073200,0.0005938589936141633
Glyma.13G035700,0.0005933504725156699
Glyma.05G195000,0.0005906423908260341
Glyma.01G244132,0.0005899730337759298
Glyma.14G201800,0.0005893233804697058
Glyma.19G133200,0.0005892678296154534
Glyma.03G233800,0.000587727117248607
Glyma.17G130600,0.0005831604149052089
Glyma.19G229500,0.0005829679933508726
Glyma.06G262000,0.0005776239808207848
Glyma.15G065900,0.0005774157828432014
Glyma.10G005400,0.0005766101002342662
Glyma.07G248000,0.0005700975557197997
Glyma.07G226400,0.0005677262264357254
Glyma.18G152600,0.0005664620122700848
Glyma.08G330700,0.0005642447741558963
Glyma.09G069900,0.0005637935789185121
Glyma.13G097900,0.000560153126682593
Glyma.05G192100,0.0005597449937473684
Glyma.12G187000,0.0005582363717279667
Glyma.02G210300,0.0005575517351360678
Glyma.03G215000,0.0005561854414409986
Glyma.20G241200,0.0005542802147878621
Glyma.20G063100,0.0005539538149238393
Glyma.08G292000,0.0005536276102905709
Glyma.08G128900,0.0005505878613298591
Glyma.03G228900,0.000550430449486477
Glyma.01G014200,0.000547965707316482
Glyma.08G091900,0.0005477524075927097
Glyma.20G132400,0.0005475302512068342
Glyma.04G209800,0.0005459603686711993
Glyma.02G027800,0.000545223158713589
Glyma.16G041100,0.000545166336386785
Glyma.08G216300,0.0005438188709005246
Glyma.U031124,0.0005436658397514733
Glyma.07G243600,0.000543263887309567
Glyma.06G143000,0.0005429950364632776
Glyma.07G087400,0.0005412658334905669
Glyma.12G223500,0.0005400548631583121
Glyma.09G063300,0.0005394322398916865
Glyma.16G043800,0.0005378054052380505
Glyma.03G236600,0.0005369053741984039
Glyma.07G108400,0.0005352295900695304
Glyma.15G212400,0.0005340776712036538
Glyma.08G204300,0.0005320791966608624
Glyma.14G004300,0.0005300041006142802
Glyma.10G107900,0.0005292323119223097
Glyma.17G224500,0.0005237831433885274
Glyma.20G030700,0.0005235500027808657
Glyma.15G062400,0.0005212155236632453
Glyma.03G038700,0.000520209160088709
Glyma.09G128400,0.0005201189520920848
Glyma.09G282600,0.0005174741295334063
Glyma.08G303800,0.0005168653848651244
Glyma.03G173100,0.0005153260553971338
Glyma.06G317800,0.0005151522521692618
Glyma.10G267700,0.000515150716429886
Glyma.10G192900,0.0005148772848743044
Glyma.08G127400,0.0005135442538193849
Glyma.03G241500,0.000513501101458063
Glyma.09G037100,0.0005114981762097399
Glyma.16G182400,0.0005082965780367752
Glyma.15G249800,0.0005076501324591174
Glyma.16G214300,0.000507296900837911
Glyma.20G202900,0.0005052594675935252
Glyma.01G224900,0.0005037663549380336
Glyma.15G223900,0.0005004459033220833
Glyma.13G267000,0.0005003582133541641
Glyma.18G294600,0.0004999741532541261
Glyma.08G110500,0.0004983180050392646
Glyma.19G144700,0.0004980679623954266
Glyma.19G014800,0.0004975053214528896
Glyma.13G186600,0.0004963300981105759
Glyma.19G233900,0.0004963197034830551
Glyma.08G140600,0.0004955061803981184
Glyma.14G118500,0.0004943464621853562
Glyma.10G042000,0.0004894530771323172
Glyma.07G153500,0.0004888206137719549
Glyma.05G157600,0.0004880436004391472
Glyma.18G046400,0.0004845856571195809
Glyma.07G075600,0.0004809841516382917
Glyma.11G058100,0.000480261566901073
Glyma.17G112900,0.00047955126889741555
Glyma.11G236600,0.0004785413145770941
Glyma.18G247500,0.0004780990132383708
Glyma.14G179300,0.0004773162556738957
Glyma.08G107500,0.0004756130663685576
Glyma.02G007400,0.00047481986742952173
Glyma.09G118500,0.00047269169224988916
Glyma.19G175200,0.0004719708598101513
Glyma.18G271400,0.0004718475479350153
Glyma.03G142100,0.00047037765810558897
Glyma.08G307300,0.0004701475922259531
Glyma.18G294400,0.00046970482897979956
Glyma.19G083900,0.00046724096522855003
Glyma.06G100900,0.00046655784746172665
Glyma.U035800,0.0004646640727733951
Glyma.11G252700,0.00046236681712122916
Glyma.14G048900,0.00046032984611965756
Glyma.02G054900,0.00046016313013015023
Glyma.04G006600,0.0004595713893954963
Glyma.01G074600,0.0004583466408832679
Glyma.13G293200,0.00045564492404781846
Glyma.04G131100,0.00045487430223098576
Glyma.18G220500,0.0004539767327156669
Glyma.16G153400,0.00045376668221344327
Glyma.18G256900,0.0004534699405371411
Glyma.07G083900,0.00045331403500852084
Glyma.20G188800,0.000451326529853812
Glyma.06G010200,0.0004487542579427729
Glyma.06G202300,0.00044616322081819936
Glyma.12G114100,0.00044570892790593596
Glyma.04G127100,0.00044292818738470843
Glyma.13G253300,0.0004426669819844368
Glyma.18G026700,0.000440427875174703
Glyma.01G108700,0.0004395797255162775
Glyma.05G133000,0.0004391004472818681
Glyma.16G133600,0.00043526147381053626
Glyma.10G007800,0.00043300170145010945
Glyma.18G172500,0.0004304125632150551
Glyma.04G095900,0.0004302531530795026
Glyma.10G253000,0.00042499226482365054
Glyma.01G126600,0.00042299922135778336
Glyma.02G284800,0.00041782851190529135
Glyma.07G047500,0.0004175875711537792
Glyma.13G233900,0.0004170517527879627
Glyma.10G138500,0.00041666046109318226
Glyma.19G167400,0.0004163006696099318
Glyma.08G352500,0.0004161732442246508
Glyma.18G061900,0.0004149790130799748
Glyma.14G176700,0.0004148937617971845
Glyma.10G025500,0.0004119706782408008
Glyma.08G109500,0.00041189668064345694
Glyma.13G154466,0.0004115429390071077
Glyma.20G224200,0.00040995337128567143
Glyma.01G092900,0.00040797469694542153
Glyma.14G010600,0.0004077788694474596
Glyma.20G140200,0.00040738997167774675
Glyma.20G241700,0.0004073098827132513
Glyma.15G036400,0.00040550926262245815
Glyma.02G148400,0.00040237455824527877
Glyma.12G065900,0.0004015700716178459
Glyma.01G194700,0.00039704925729992547
Glyma.14G176600,0.0003959397369644554
Glyma.01G211000,0.0003955383396207141
Glyma.16G212600,0.00039529320804801855
Glyma.08G065800,0.00039520580008846253
Glyma.11G152333,0.0003945879080791969
Glyma.10G239700,0.0003935639450881164
Glyma.08G125100,0.0003891101784438865
Glyma.05G068000,0.0003864095980962376
Glyma.17G089600,0.00038543880597123153
Glyma.10G253800,0.0003849707059301225
Glyma.13G066100,0.00038302042175716595
Glyma.18G080200,0.00038081923454820287
Glyma.20G241500,0.00038065093687957827
Glyma.10G170900,0.00037995547497008
Glyma.13G265800,0.00037757942134663283
Glyma.14G116200,0.0003769794472195782
Glyma.04G198100,0.0003767814190766339
Glyma.20G025800,0.0003758444888648426
Glyma.13G035800,0.0003752563799244762
Glyma.15G252200,0.00037346742477749795
Glyma.09G099200,0.0003718341006152253
Glyma.16G000200,0.00036960924745232384
Glyma.19G011600,0.0003689464185258052
Glyma.06G308800,0.00036847021092928264
Glyma.05G015400,0.00036709015099732303
Glyma.11G131000,0.00036696553050054363
Glyma.02G234200,0.000364153878824302
Glyma.18G283400,0.00036377120020560056
Glyma.03G090200,0.00036228638806602145
Glyma.15G014500,0.0003601906863765116
Glyma.01G061100,0.00035932355715035796
Glyma.17G137100,0.00035923419405010655
Glyma.13G262400,0.0003575246941183198
Glyma.11G063100,0.00035680357929113475
Glyma.11G011500,0.0003560455958791308
Glyma.16G145200,0.00035450302371721796
Glyma.07G142000,0.0003540461799034637
Glyma.10G010000,0.00035377483985639976
Glyma.13G085000,0.0003505255140172647
Glyma.06G136400,0.0003494911974317045
Glyma.08G023200,0.0003488008406264031
Glyma.20G148100,0.00034852991092021614
Glyma.20G178300,0.00034797260114589456
Glyma.06G090300,0.0003475589405708382
Glyma.02G227100,0.00034645920653348007
Glyma.08G084800,0.0003444311128405808
Glyma.15G203500,0.0003435741682881276
Glyma.04G178500,0.000343232624032405
Glyma.16G064200,0.0003430298971283714
Glyma.20G180551,0.00034239654772393594
Glyma.04G212300,0.0003417729805565769
Glyma.13G302700,0.000340126098631984
Glyma.03G073778,0.00033848327510629565
Glyma.13G292400,0.0003382018962883058
Glyma.04G016800,0.0003380535919637899
Glyma.20G012500,0.00033721217933114817
Glyma.02G057400,0.00033681137747337397
Glyma.01G163000,0.00033576097686044437
Glyma.04G078400,0.0003348130928393129
Glyma.01G103500,0.0003340742156269348
Glyma.11G169264,0.0003329555373563067
Glyma.10G001700,0.0003317525825290943
Glyma.15G008700,0.0003312551108772223
Glyma.15G119100,0.00033081172674919503
Glyma.06G303100,0.00033066355581957215
Glyma.08G036702,0.00032955127639449294
Glyma.15G096302,0.0003293043847363039
Glyma.10G161500,0.0003289041118765353
Glyma.19G006900,0.0003273525375989588
Glyma.04G165800,0.00032620900067664905
Glyma.08G092800,0.00032441365524732364
Glyma.11G163300,0.00032400296430916013
Glyma.04G005900,0.00032392505888297865
Glyma.08G254500,0.0003228605929191751
Glyma.05G213200,0.00031656476122342937
Glyma.06G187200,0.00031563638680272857
Glyma.13G270300,0.0003141304190490263
Glyma.10G278900,0.00031364879774611805
Glyma.06G201200,0.0003128207803333251
Glyma.08G002600,0.0003123661396785953
Glyma.10G070600,0.00031216473075930607
Glyma.13G281900,0.0003121307704509631
Glyma.05G005100,0.0003111730807408623
Glyma.18G022600,0.00031007100643811754
Glyma.11G238300,0.00030911147888136836
Glyma.03G009600,0.0003078633115999892
Glyma.17G147500,0.0003040380216940575
Glyma.09G048700,0.0003013059991589509
Glyma.19G196400,0.00030106388000493325
Glyma.13G330000,0.00030047557186116056
Glyma.06G315100,0.00030003550055335233
Glyma.17G123800,0.0002999298364023271
Glyma.10G084200,0.00029953680107396377
Glyma.17G087000,0.0002977171446072715
Glyma.03G246700,0.0002973871468099567
Glyma.07G215000,0.0002972181476936101
Glyma.15G219400,0.0002955181267032045
Glyma.10G207700,0.0002928339818581627
Glyma.06G045500,0.0002927958985299668
Glyma.17G228700,0.00029246823210088337
Glyma.03G067800,0.00029242727249887795
Glyma.03G107500,0.0002922740790607204
Glyma.06G276800,0.00029093375334326527
Glyma.09G203300,0.00029082592294585124
Glyma.12G201100,0.00028994079937824234
Glyma.08G090800,0.00028932000637627584
Glyma.08G197000,0.00028847780184038514
Glyma.02G183302,0.00028818101930472317
Glyma.18G295300,0.0002874365499198601
Glyma.19G244900,0.00028710590133942113
Glyma.17G060300,0.0002870275570897089
Glyma.02G030900,0.00028578786944915364
Glyma.01G057200,0.00028570489608981874
Glyma.01G228700,0.00028546658980913427
Glyma.17G030300,0.0002843001413894253
Glyma.05G147000,0.00028418505906672087
Glyma.11G120900,0.0002836456030927043
Glyma.18G297500,0.00028350491875666777
Glyma.15G062500,0.000283212386566308
Glyma.15G122600,0.0002803465261585703
Glyma.13G049500,0.0002795086910009895
Glyma.16G016300,0.000279253157226753
Glyma.07G088200,0.0002790872421332926
Glyma.02G062302,0.00027783194237722815
Glyma.06G194700,0.00027589782091976364
Glyma.14G152500,0.0002749923794470797
Glyma.19G074900,0.0002747636041773028
Glyma.16G001100,0.000274251158977076
Glyma.03G194500,0.00027415039014000117
Glyma.06G248700,0.0002741390111769196
Glyma.01G033700,0.00027378971762166953
Glyma.04G207600,0.00027293705295646447
Glyma.13G097300,0.00027293488319873654
Glyma.11G152400,0.0002727830812880921
Glyma.05G082600,0.0002726281027538801
Glyma.09G253200,0.0002716746923000771
Glyma.17G068400,0.00026968375297037914
Glyma.03G114700,0.0002695489961483405
Glyma.17G201400,0.0002677750454303044
Glyma.04G082700,0.00026697942564244163
Glyma.08G064900,0.00026574509683402556
Glyma.19G066600,0.00026515348880935396
Glyma.11G247500,0.00026485839240047667
Glyma.13G139000,0.000264259649379005
Glyma.03G171800,0.00026283626758102387
Glyma.11G010500,0.00026202433416131935
Glyma.13G302300,0.00026155004982807747
Glyma.09G272400,0.0002615401688249669
Glyma.01G009600,0.00026114119838605915
Glyma.12G206800,0.00026113996210404966
Glyma.15G258650,0.0002610418628057505
Glyma.10G016200,0.00026086186229954783
Glyma.13G096400,0.00026069988170876755
Glyma.20G140100,0.0002603260139517052
Glyma.01G134800,0.0002599088474374251
Glyma.01G087700,0.00025923201266687994
Glyma.05G170300,0.00025791547016424673
Glyma.18G267900,0.0002573633900718693
Glyma.14G136600,0.00025735166606656194
Glyma.02G160800,0.00025722754010122086
Glyma.19G064800,0.0002570589634388226
Glyma.14G179000,0.00025625701379274063
Glyma.10G132300,0.0002560600439852634
Glyma.20G223700,0.0002552953958761999
Glyma.02G134500,0.0002552759674674851
Glyma.09G109700,0.0002552676093206966
Glyma.20G157300,0.000254815014406281
Glyma.18G202500,0.00025478352810633223
Glyma.20G139400,0.0002546967158313584
Glyma.19G239900,0.0002544058979227576
Glyma.19G112500,0.0002540145018218101
Glyma.15G024600,0.0002538640641475032
Glyma.10G057600,0.0002538588784031805
Glyma.15G182800,0.0002536444062406049
Glyma.10G200200,0.0002535941436036072
Glyma.07G256600,0.0002535498901428602
Glyma.14G217900,0.0002526333039592827
Glyma.11G156513,0.0002510770351012405
Glyma.20G250200,0.00025102004458525266
Glyma.20G214200,0.00024982544863868833
Glyma.07G127900,0.0002496895259892815
Glyma.02G130400,0.00024850980202388394
Glyma.13G323800,0.0002479116370655025
Glyma.05G022100,0.0002474723790057252
Glyma.18G289200,0.00024679287789846347
Glyma.12G229200,0.00024578093547547244
Glyma.19G192900,0.0002446163433537417
Glyma.03G139900,0.0002442281575119766
Glyma.10G295400,0.00024403532858392098
Glyma.08G273500,0.0002439681706151446
Glyma.08G055100,0.00024367580594042822
Glyma.01G129000,0.00024366725224223454
Glyma.03G126000,0.00024294224505833623
Glyma.09G022400,0.00024290517575416214
Glyma.03G140900,0.00024289446329504998
Glyma.11G062500,0.00024199890265528312
Glyma.05G227400,0.00024110197648005295
Glyma.06G179000,0.00024076337925311138
Glyma.17G229300,0.00024057910936944407
Glyma.07G253700,0.0002400632202579407
Glyma.12G144600,0.00023977964735612289
Glyma.10G195300,0.0002395616487172337
Glyma.19G198600,0.00023952088669118156
Glyma.10G079950,0.00023937934527800786
Glyma.10G165800,0.0002388823216872865
Glyma.17G003300,0.0002383138850947107
Glyma.02G055600,0.0002381793921514239
Glyma.09G281700,0.0002369555007440324
Glyma.17G149000,0.00023694082255765927
Glyma.11G167382,0.0002365338047864788
Glyma.01G159301,0.0002361852726720693
Glyma.10G099400,0.00023614016441449872
Glyma.13G248900,0.00023603830102049522
Glyma.10G225200,0.0002358865334879699
Glyma.08G333400,0.00023572216902654596
Glyma.10G006700,0.00023548817985225443
Glyma.02G151400,0.0002354432237609293
Glyma.04G205100,0.00023540304572728694
Glyma.03G204700,0.00023530881836841984
Glyma.09G171600,0.00023508349287396305
Glyma.10G206800,0.00023503018587865446
Glyma.17G169100,0.00023501853281223553
Glyma.13G324600,0.00023461986238463024
Glyma.03G180500,0.00023279774912376278
Glyma.09G125400,0.00023273677398143587
Glyma.20G203000,0.00023264568795472026
Glyma.02G016200,0.00023251232583915943
Glyma.17G228400,0.00023204924962180807
Glyma.07G153800,0.00023176000620150366
Glyma.01G242200,0.00023159677876560515
Glyma.U032405,0.00023103556591649315
