,0
1362,SAMN01819910
1363,SAMN01819911
1364,SAMN01819912
1365,SAMN01819913
1366,SAMN01819914
1367,SAMN01819915
1368,SAMN01819916
1369,SAMN01819917
1370,SAMN01819918
1371,SAMN01819919
1372,SAMN01819920
1373,SAMN01832607
1374,SAMN01832608
1375,SAMN01832609
1376,SAMN01832610
1377,SAMN01832613
1378,SAMN02046333
1379,SAMN02799130
1380,SAMN02799133
1381,SAMN02799134
1382,SAMN02799135
1383,SAMN02799138
1384,SAMN02799141
1385,SAMN02799142
1386,SAMN02799143
1387,SAMN02799144
1388,SAMN02799147
1389,SAMN02644802
1390,SAMN02741939
1391,SAMN02741944
1392,SAMN02742047
1393,SAMN02776936
1394,SAMN02776939
1395,SAMN02776941
1396,SAMN03083677
1397,SAMN03083678
1398,SAMN03083679
1399,SAMN03083680
1400,SAMN03083681
1401,SAMN03083682
1402,SAMN03083683
1403,SAMN03083684
1404,SAMN03083685
1405,SAMN06285397
1406,SAMN06285398
1407,SAMN06285399
1408,SAMN06285400
1409,SAMN06285416
1410,SAMN06285436
1411,SAMN07147963
1412,SAMN07147964
1413,SAMN07147965
1414,SAMN10581428
1415,SAMN10581537
1416,SAMN11536746
1417,SAMN11536747
1418,SAMN11536748
1419,SAMN11536749
1420,SAMN11536750
1421,SAMN11536751
1422,SAMN11536752
1423,SAMN11536753
1424,SAMN11536754
1425,SAMN11536755
1426,SAMN11536756
1427,SAMN11536757
1428,SAMN11536758
1429,SAMN11536759
1430,SAMN11536760
1431,SAMN11536773
1432,SAMN11536774
1433,SAMN11536775
1434,SAMN11536776
1435,SAMN11536777
1436,SAMN11536778
1437,SAMN11536779
1438,SAMN11536780
1439,SAMN11536781
1440,SAMN11536782
1441,SAMN11536783
1442,SAMN16427372
1443,SAMN16427376
1444,SAMN16427380
1445,SAMN16427384
1446,SAMN16427388
1447,SAMN16427392
1448,SAMN16427396
1449,SAMN18877645
1450,SAMN18877646
1451,SAMN18877651
1452,SAMN18877652
1453,SAMN18877657
1454,SAMN18877658
1455,SAMN18877663
1456,SAMN18877664
1457,SAMN20525553
1458,SAMN20525555
1459,SAMN20525648
1460,SAMN20525649
1461,SAMD00235524
1462,SAMD00235525
1463,SAMD00235526
1464,SAMD00235527
1465,SAMD00235528
1466,SAMD00235529
1467,SAMD00235530
1468,SAMD00235531
1469,SAMD00235532
1470,SAMD00235533
1471,SAMD00235534
1472,SAMD00235535
1473,SAMD00235536
1474,SAMD00235537
1475,SAMD00235538
1476,SAMD00235539
1477,SAMD00235540
1478,SAMD00235541
1479,SAMD00235542
1480,SAMD00235543
1481,SAMD00235544
1482,SAMD00235545
1483,SAMD00235546
1484,SAMD00235547
1485,SAMN00265088
1486,SAMN04320554
1487,SAMN06212809
1488,SAMN06212810
1489,SAMN06212811
1490,SAMN06212812
1491,SAMN06212813
1492,SAMN06212814
1493,SAMN06212815
1494,SAMN06212816
1495,SAMN07188073
1496,SAMN07188074
1497,SAMN07188075
1498,SAMN08828769
1499,SAMN08828770
1500,SAMN08828771
1501,SAMN08828772
1502,SAMN08828773
1503,SAMN08828774
1504,SAMN08828775
1505,SAMN08828776
1506,SAMN08828777
1507,SAMN08828778
1508,SAMN08828779
1509,SAMN08828780
1510,SAMN09295119
1511,SAMN09295120
1512,SAMN09295121
1513,SAMN09295122
1514,SAMN09295123
1515,SAMN09295124
1516,SAMN09295125
1517,SAMN09295126
1518,SAMN09295127
1519,SAMN09295128
1520,SAMN09295129
1521,SAMN09295130
1522,SAMD00025074
1523,SAMD00025075
1524,SAMD00025076
1525,SAMD00133787
1526,SAMD00133788
1527,SAMD00222772
1528,SAMD00222773
1529,SAMD00222774
1530,SAMD00222775
1531,SAMD00222776
1532,SAMD00222777
1533,SAMD00222778
1534,SAMD00222779
1535,SAMD00222780
1536,SAMEA4395172
1537,SAMEA4395173
1538,SAMEA4395174
1539,SAMEA4395175
1540,SAMEA4395176
1541,SAMEA4395177
1542,SAMEA4395178
1543,SAMEA4395179
1544,SAMEA4395180
1545,SAMEA4395181
1546,SAMEA4395182
1547,SAMEA4395183
1548,SAMEA104041776
1549,SAMEA104041777
1550,SAMEA104041778
1551,SAMEA104041779
1552,SAMEA104041780
1553,SAMEA104041781
1554,SAMEA104041782
1555,SAMEA104041783
1556,SAMEA104041784
1557,SAMEA104041785
1558,SAMEA104041786
1559,SAMEA104041787
1560,SAMEA5071870
1561,SAMEA5071871
1562,SAMEA5071872
1563,SAMEA5071873
1564,SAMEA5071874
1565,SAMEA5071875
1566,SAMEA5071876
1567,SAMEA5071877
1568,SAMEA5071878
1569,SAMEA5071879
1570,SAMEA5071880
1571,SAMEA5071881
1572,SAMN00265085
1573,SAMN00769647
1574,SAMN02799124
1575,SAMN02138515
1576,SAMN02140063
1577,SAMN02140064
1578,SAMN02141514
1579,SAMN02141624
1580,SAMN02352879
1581,SAMN02352878
1582,SAMN02352880
1583,SAMN02352881
1584,SAMN02644800
1585,SAMN02742632
1586,SAMN02742633
1587,SAMN02742634
1588,SAMN02742635
1589,SAMN02742636
1590,SAMN02742637
1591,SAMN02742638
1592,SAMN02742639
1593,SAMN02742640
1594,SAMN02742641
1595,SAMN02742642
1596,SAMN02742643
1597,SAMN02742644
1598,SAMN02742645
1599,SAMN02742646
1600,SAMN02742647
1601,SAMN02742648
1602,SAMN02742649
1603,SAMN02742650
1604,SAMN02742651
1605,SAMN02742652
1606,SAMN02870692
1607,SAMN02870693
1608,SAMN03274364
1609,SAMN03275384
1610,SAMN03275399
1611,SAMN03275409
1612,SAMN03275417
1613,SAMN03275422
1614,SAMN03275425
1615,SAMN03275428
1616,SAMN03275431
1617,SAMN03275436
1618,SAMN03406693
1619,SAMN03406694
1620,SAMN03406695
1621,SAMN03406696
1622,SAMN03406697
1623,SAMN03406698
1624,SAMN03406699
1625,SAMN03406700
1626,SAMN03406702
1627,SAMN03406703
1628,SAMN03406704
1629,SAMN03406705
1630,SAMN03406706
1631,SAMN03406707
1632,SAMN03406708
1633,SAMN03406709
1634,SAMN03406710
1635,SAMN04125385
1636,SAMN04125386
1637,SAMN04125387
1638,SAMN04125388
1639,SAMN04125389
1640,SAMN04125390
1641,SAMN04125391
1642,SAMN04125392
1643,SAMN04349708
1644,SAMN04349709
1645,SAMN04349710
1646,SAMN04349711
1647,SAMN04349712
1648,SAMN04349713
1649,SAMN04349714
1650,SAMN04349715
1651,SAMN04349716
1652,SAMN04349717
1653,SAMN04349718
1654,SAMN04349719
1655,SAMN04349720
1656,SAMN04349721
1657,SAMN04349722
1658,SAMN04349723
1659,SAMN04349724
1660,SAMN04349725
1661,SAMN04349726
1662,SAMN04349727
1663,SAMN04349728
1664,SAMN04349729
1665,SAMN04349730
1666,SAMN04349731
1667,SAMN04362176
1668,SAMN04364218
1669,SAMN04364219
1670,SAMN04364220
1671,SAMN04364221
1672,SAMN04364222
1673,SAMN04364223
1674,SAMN04364224
1675,SAMN04364225
1676,SAMN04364226
1677,SAMN04364228
1678,SAMN04364229
1679,SAMN04811513
1680,SAMN04811539
1681,SAMN04811569
1682,SAMN04811577
1683,SAMN04811604
1684,SAMN04932638
1685,SAMN04932641
1686,SAMN04932644
1687,SAMN04932647
1688,SAMN05503912
1689,SAMN05503913
1690,SAMN05503914
1691,SAMN05503915
1692,SAMN05503916
1693,SAMN05503917
1694,SAMN06312682
1695,SAMN06312683
1696,SAMN06312684
1697,SAMN05714713
1698,SAMN05714714
1699,SAMN05714715
1700,SAMN05714716
1701,SAMN05908855
1702,SAMN05908856
1703,SAMN05908868
1704,SAMN05908869
1705,SAMN05908870
1706,SAMN05908871
1707,SAMN05908872
1708,SAMN05908873
1709,SAMN05908874
1710,SAMN05908875
1711,SAMN05908876
1712,SAMN05908877
1713,SAMN05908878
1714,SAMN05908880
1715,SAMN05908881
1716,SAMN05908882
1717,SAMN05908884
1718,SAMN05908887
1719,SAMN05908888
1720,SAMN05908889
1721,SAMN05908890
1722,SAMN05908891
1723,SAMN05908892
1724,SAMN05908894
1725,SAMN05915161
1726,SAMN05915164
1727,SAMN05915167
1728,SAMN05915170
1729,SAMN05929793
1730,SAMN05929794
1731,SAMN05929795
1732,SAMN05969984
1733,SAMN05970071
1734,SAMN05970251
1735,SAMN05970464
1736,SAMN05970465
1737,SAMN05970480
1738,SAMN05970534
1739,SAMN05970539
1740,SAMN05970540
1741,SAMN06313281
1742,SAMN06313451
1743,SAMN06313223
1744,SAMN06313277
1745,SAMN06313252
1746,SAMN06313136
1747,SAMN06314036
1748,SAMN06313864
1749,SAMN06314788
1750,SAMN06314393
1751,SAMN06314339
1752,SAMN06314533
1753,SAMN06314417
1754,SAMN06314328
1755,SAMN06314465
1756,SAMN06314450
1757,SAMN06313900
1758,SAMN06314242
1759,SAMN06314800
1760,SAMN06314692
1761,SAMN06314490
1762,SAMN06313335
1763,SAMN06314373
1764,SAMN06314704
1765,SAMN06314411
1766,SAMN06313415
1767,SAMN06314403
1768,SAMN06314439
1769,SAMN06314297
1770,SAMN06314348
1771,SAMN06314367
1772,SAMN06314597
1773,SAMN06314413
1774,SAMN06314345
1775,SAMN06314503
1776,SAMN06314299
1777,SAMN06314501
1778,SAMN06313751
1779,SAMN06314298
1780,SAMN06314392
1781,SAMN06314665
1782,SAMN06313247
1783,SAMN06314697
1784,SAMN06314287
1785,SAMN06314611
1786,SAMN06314310
1787,SAMN06314313
1788,SAMN06314500
1789,SAMN06314275
1790,SAMN06314374
1791,SAMN06314797
1792,SAMN06314552
1793,SAMN06314621
1794,SAMN06434851
1795,SAMN06434852
1796,SAMN06434853
1797,SAMN06434854
1798,SAMN06434855
1799,SAMN06434856
1800,SAMN07190354
1801,SAMN07190355
1802,SAMN07190356
1803,SAMN07190357
1804,SAMN07190358
1805,SAMN07190359
1806,SAMN07190360
1807,SAMN07190361
1808,SAMN07190362
1809,SAMN07190363
1810,SAMN07190364
1811,SAMN07190365
1812,SAMN07190366
1813,SAMN07190367
1814,SAMN07190368
1815,SAMN07190369
1816,SAMN07190370
1817,SAMN07190371
1818,SAMN07190372
1819,SAMN07190373
1820,SAMN07190374
1821,SAMN07190375
1822,SAMN07190376
1823,SAMN07190377
1824,SAMN07190378
1825,SAMN07190379
1826,SAMN07190380
1827,SAMN07190381
1828,SAMN07190382
1829,SAMN07190383
1830,SAMN07190384
1831,SAMN07190385
1832,SAMN07190386
1833,SAMN07190387
1834,SAMN07190388
1835,SAMN07190389
1836,SAMN07337666
1837,SAMN07337668
1838,SAMN07337669
1839,SAMN07337670
1840,SAMN07337671
1841,SAMN07337673
1842,SAMN07337674
1843,SAMN07342102
1844,SAMN07342103
1845,SAMN07342104
1846,SAMN07342105
1847,SAMN07342106
1848,SAMN07342107
1849,SAMN07436706
1850,SAMN07436707
1851,SAMN07436708
1852,SAMN07436709
1853,SAMN07599985
1854,SAMN07599986
1855,SAMN07599987
1856,SAMN07637373
1857,SAMN07637375
1858,SAMN07637868
1859,SAMN07637870
1860,SAMN07637873
1861,SAMN07637874
1862,SAMN07637875
1863,SAMN07637876
1864,SAMN07637877
1865,SAMN07637897
1866,SAMN07637898
1867,SAMN09714851
1868,SAMN09714852
1869,SAMN09714854
1870,SAMN09714947
1871,SAMN09714949
1872,SAMN09714957
1873,SAMN08463877
1874,SAMN08463878
1875,SAMN08463879
1876,SAMN08463880
1877,SAMN08463881
1878,SAMN08463882
1879,SAMN08463883
1880,SAMN08463884
1881,SAMN08463885
1882,SAMN08463886
1883,SAMN08463887
1884,SAMN08463888
1885,SAMN08463889
1886,SAMN08463890
1887,SAMN08463891
1888,SAMN08463892
1889,SAMN08463893
1890,SAMN08463894
1891,SAMN08469974
1892,SAMN08469975
1893,SAMN08469976
1894,SAMN08469977
1895,SAMN08633985
1896,SAMN08634308
1897,SAMN08634679
1898,SAMN08637756
1899,SAMN08707413
1900,SAMN08707414
1901,SAMN08707415
1902,SAMN08707416
1903,SAMN07430297
1904,SAMN07430298
1905,SAMN07430299
1906,SAMN07430300
1907,SAMN07430305
1908,SAMN07430306
1909,SAMN09240714
1910,SAMN09240715
1911,SAMN09240720
1912,SAMN09240721
1913,SAMN09240722
1914,SAMN09240723
1915,SAMN09513329
1916,SAMN09513330
1917,SAMN09513331
1918,SAMN09513332
1919,SAMN09513333
1920,SAMN09513334
1921,SAMN09513335
1922,SAMN09513336
1923,SAMN09513337
1924,SAMN09513338
1925,SAMN09513339
1926,SAMN09513340
1927,SAMN09513341
1928,SAMN09513342
1929,SAMN09513343
1930,SAMN09513344
1931,SAMN09513345
1932,SAMN09513346
1933,SAMN09513347
1934,SAMN09513348
1935,SAMN09513349
1936,SAMN09513350
1937,SAMN09513351
1938,SAMN09513352
1939,SAMN09513353
1940,SAMN09513354
1941,SAMN09513355
1942,SAMN09513356
1943,SAMN09513357
1944,SAMN09513358
1945,SAMN09513359
1946,SAMN09513360
1947,SAMN09513361
1948,SAMN09513362
1949,SAMN09513363
1950,SAMN09513364
1951,SAMN09513365
1952,SAMN09513366
1953,SAMN09513367
1954,SAMN09513368
1955,SAMN09513369
1956,SAMN09513370
1957,SAMN09513371
1958,SAMN09513372
1959,SAMN09513373
1960,SAMN09513374
1961,SAMN09513375
1962,SAMN09513376
1963,SAMN09513377
1964,SAMN09513378
1965,SAMN09513379
1966,SAMN09513380
1967,SAMN09513381
1968,SAMN09513382
1969,SAMN09513383
1970,SAMN09513384
1971,SAMN09513385
1972,SAMN09513386
1973,SAMN09513387
1974,SAMN09513388
1975,SAMN09513389
1976,SAMN09513390
1977,SAMN09513391
1978,SAMN09513392
1979,SAMN09513393
1980,SAMN09513394
1981,SAMN09513395
1982,SAMN09513396
1983,SAMN09513397
1984,SAMN09513398
1985,SAMN09513399
1986,SAMN09513400
1987,SAMN09513401
1988,SAMN09513402
1989,SAMN09513403
1990,SAMN09513404
1991,SAMN09513405
1992,SAMN09513406
1993,SAMN09513407
1994,SAMN09513408
1995,SAMN09513409
1996,SAMN09513410
1997,SAMN09513411
1998,SAMN09513412
1999,SAMN09513413
2000,SAMN09513414
2001,SAMN09513415
2002,SAMN09513416
2003,SAMN09513417
2004,SAMN09513418
2005,SAMN09513419
2006,SAMN09513420
2007,SAMN09513421
2008,SAMN09513422
2009,SAMN09513423
2010,SAMN09513424
2011,SAMN09513425
2012,SAMN09513426
2013,SAMN09513427
2014,SAMN09513428
2015,SAMN09513429
2016,SAMN09513430
2017,SAMN09513431
2018,SAMN09513432
2019,SAMN09513433
2020,SAMN09513434
2021,SAMN09513435
2022,SAMN09513436
2023,SAMN09513437
2024,SAMN09513438
2025,SAMN09513439
2026,SAMN09513440
2027,SAMN09513441
2028,SAMN09513442
2029,SAMN09513443
2030,SAMN09513444
2031,SAMN09513445
2032,SAMN09513446
2033,SAMN09513447
2034,SAMN09513448
2035,SAMN09513449
2036,SAMN09513450
2037,SAMN09513451
2038,SAMN09513452
2039,SAMN09513454
2040,SAMN09513455
2041,SAMN09513456
2042,SAMN09513457
2043,SAMN09513458
2044,SAMN09513459
2045,SAMN09513460
2046,SAMN09513461
2047,SAMN09513462
2048,SAMN09513463
2049,SAMN09513464
2050,SAMN09513465
2051,SAMN09513466
2052,SAMN09513467
2053,SAMN09513468
2054,SAMN09513469
2055,SAMN09513470
2056,SAMN09513471
2057,SAMN09513472
2058,SAMN09513473
2059,SAMN09513474
2060,SAMN09513475
2061,SAMN09513476
2062,SAMN09513477
2063,SAMN09513479
2064,SAMN09513480
2065,SAMN09513481
2066,SAMN09513482
2067,SAMN09513483
2068,SAMN09513484
2069,SAMN09513485
2070,SAMN09513486
2071,SAMN09513487
2072,SAMN09513488
2073,SAMN09513489
2074,SAMN09513490
2075,SAMN09513491
2076,SAMN09513492
2077,SAMN09513493
2078,SAMN09513494
2079,SAMN09513495
2080,SAMN09513496
2081,SAMN09513497
2082,SAMN09513498
2083,SAMN09513499
2084,SAMN09513500
2085,SAMN09513501
2086,SAMN09513502
2087,SAMN09513503
2088,SAMN09513504
2089,SAMN09513505
2090,SAMN09513506
2091,SAMN09513507
2092,SAMN09513508
2093,SAMN09513509
2094,SAMN09513510
2095,SAMN09513511
2096,SAMN09513512
2097,SAMN09513513
2098,SAMN09513514
2099,SAMN09513515
2100,SAMN09513516
2101,SAMN09513517
2102,SAMN09513518
2103,SAMN09862044
2104,SAMN09862045
2105,SAMN09862046
2106,SAMN09862047
2107,SAMN09862048
2108,SAMN09862049
2109,SAMN09862050
2110,SAMN09862051
2111,SAMN09862052
2112,SAMN10169601
2113,SAMN10169602
2114,SAMN10169603
2115,SAMN10222100
2116,SAMN10222102
2117,SAMN10581530
2118,SAMN10721136
2119,SAMN10721137
2120,SAMN10721138
2121,SAMN10721139
2122,SAMN10721140
2123,SAMN10721141
2124,SAMN10721142
2125,SAMN10721143
2126,SAMN10721144
2127,SAMN10721145
2128,SAMN10721146
2129,SAMN10721147
2130,SAMN10721148
2131,SAMN10721149
2132,SAMN10721150
2133,SAMN10721151
2134,SAMN10721152
2135,SAMN10721153
2136,SAMN10721154
2137,SAMN10721155
2138,SAMN10721156
2139,SAMN10721157
2140,SAMN10721158
2141,SAMN10721159
2142,SAMN10721160
2143,SAMN10721161
2144,SAMN10721162
2145,SAMN10721163
2146,SAMN10721164
2147,SAMN10721165
2148,SAMN10721166
2149,SAMN10721167
2150,SAMN10721168
2151,SAMN10721169
2152,SAMN10721170
2153,SAMN10721171
2154,SAMN10721172
2155,SAMN10721173
2156,SAMN10721174
2157,SAMN10721175
2158,SAMN10721176
2159,SAMN10721177
2160,SAMN10721178
2161,SAMN10721179
2162,SAMN10721180
2163,SAMN10721181
2164,SAMN10721182
2165,SAMN10787355
2166,SAMN11340034
2167,SAMN11340036
2168,SAMN11340037
2169,SAMN11340038
2170,SAMN11340039
2171,SAMN11340040
2172,SAMN11371496
2173,SAMN11371497
2174,SAMN11371498
2175,SAMN11371499
2176,SAMN11371500
2177,SAMN11371501
2178,SAMN11371502
2179,SAMN11371503
2180,SAMN11371504
2181,SAMN11371505
2182,SAMN11371506
2183,SAMN11371507
2184,SAMN11371508
2185,SAMN11371512
2186,SAMN11371513
2187,SAMN11371514
2188,SAMN11371517
2189,SAMN11371518
2190,SAMN11476340
2191,SAMN11476341
2192,SAMN11476342
2193,SAMN11476343
2194,SAMN11476344
2195,SAMN11476345
2196,SAMN11476346
2197,SAMN11476347
2198,SAMN11476392
2199,SAMN11476393
2200,SAMN11476394
2201,SAMN11476395
2202,SAMN11836271
2203,SAMN11836272
2204,SAMN11836273
2205,SAMN11836274
2206,SAMN11836275
2207,SAMN11836276
2208,SAMN11836277
2209,SAMN11836278
2210,SAMN11849866
2211,SAMN11849867
2212,SAMN11849868
2213,SAMN11849872
2214,SAMN11849873
2215,SAMN11849874
2216,SAMN11849875
2217,SAMN11849876
2218,SAMN11849877
2219,SAMN11849878
2220,SAMN11849879
2221,SAMN12040110
2222,SAMN12040111
2223,SAMN12040116
2224,SAMN12040117
2225,SAMN12040122
2226,SAMN12040123
2227,SAMN12099650
2228,SAMN12099651
2229,SAMN12099652
2230,SAMN12099653
2231,SAMN12099654
2232,SAMN12099655
2233,SAMN12099656
2234,SAMN12099657
2235,SAMN12099658
2236,SAMN12099659
2237,SAMN12099660
2238,SAMN12099661
2239,SAMN12099662
2240,SAMN12099663
2241,SAMN12099664
2242,SAMN12099665
2243,SAMN12099666
2244,SAMN12099667
2245,SAMN12099668
2246,SAMN12099669
2247,SAMN12099670
2248,SAMN12099671
2249,SAMN12099672
2250,SAMN12099673
2251,SAMN12099674
2252,SAMN12099675
2253,SAMN12099676
2254,SAMN12099677
2255,SAMN12099678
2256,SAMN12099679
2257,SAMN12099680
2258,SAMN12099681
2259,SAMN12099682
2260,SAMN12099683
2261,SAMN12099684
2262,SAMN12099685
2263,SAMN12600377
2264,SAMN12600378
2265,SAMN12600379
2266,SAMN12600409
2267,SAMN12600410
2268,SAMN12600411
2269,SAMN12600412
2270,SAMN12600413
2271,SAMN12600414
2272,SAMN12868622
2273,SAMN12868623
2274,SAMN12868624
2275,SAMN12868625
2276,SAMN12868626
2277,SAMN12868627
2278,SAMN12868628
2279,SAMN12868629
2280,SAMN12868630
2281,SAMN12868631
2282,SAMN12868632
2283,SAMN12868633
2284,SAMN12868634
2285,SAMN12868635
2286,SAMN12868636
2287,SAMN12868637
2288,SAMN12868638
2289,SAMN12868639
2290,SAMN12868640
2291,SAMN12868642
2292,SAMN12868643
2293,SAMN12868644
2294,SAMN12868646
2295,SAMN12868647
2296,SAMN12868648
2297,SAMN12868649
2298,SAMN12868650
2299,SAMN12868651
2300,SAMN12868652
2301,SAMN12868653
2302,SAMN12868654
2303,SAMN12868655
2304,SAMN12868656
2305,SAMN12868657
2306,SAMN12868658
2307,SAMN12868659
2308,SAMN12868660
2309,SAMN12868661
2310,SAMN12868662
2311,SAMN12868663
2312,SAMN12868664
2313,SAMN12868665
2314,SAMN12868666
2315,SAMN12868667
2316,SAMN12868668
2317,SAMN12868669
2318,SAMN12868670
2319,SAMN12868672
2320,SAMN12868673
2321,SAMN13107028
2322,SAMN13107039
2323,SAMN13107048
2324,SAMN13107049
2325,SAMN13107050
2326,SAMN13107051
2327,SAMN13107052
2328,SAMN13107053
2329,SAMN13107054
2330,SAMN13107057
2331,SAMN13107059
2332,SAMN13107060
2333,SAMN13175301
2334,SAMN13175302
2335,SAMN13386931
2336,SAMN13386932
2337,SAMN13386933
2338,SAMN13386934
2339,SAMN13386935
2340,SAMN13386936
2341,SAMN13386937
2342,SAMN13386938
2343,SAMN13386939
2344,SAMN13386940
2345,SAMN13386941
2346,SAMN13386942
2347,SAMN13743065
2348,SAMN13743066
2349,SAMN13743067
2350,SAMN13743068
2351,SAMN13743069
2352,SAMN13743070
2353,SAMN13743071
2354,SAMN13743072
2355,SAMN13743073
2356,SAMN14070094
2357,SAMN14070095
2358,SAMN14070096
2359,SAMN14070097
2360,SAMN14070098
2361,SAMN14070099
2362,SAMN14409615
2363,SAMN14409616
2364,SAMN14409617
2365,SAMN14409621
2366,SAMN14409622
2367,SAMN14409623
2368,SAMN14474684
2369,SAMN14474685
2370,SAMN14474686
2371,SAMN14474687
2372,SAMN14474692
2373,SAMN14474693
2374,SAMN14474694
2375,SAMN14474695
2376,SAMN14574487
2377,SAMN14574488
2378,SAMN14574489
2379,SAMN14574490
2380,SAMN14574491
2381,SAMN14574492
2382,SAMN14574493
2383,SAMN14574494
2384,SAMN14574495
2385,SAMN14574496
2386,SAMN14574497
2387,SAMN14574498
2388,SAMN14574499
2389,SAMN14574500
2390,SAMN14574501
2391,SAMN14574502
2392,SAMN14642774
2393,SAMN14642775
2394,SAMN14642776
2395,SAMN14642771
2396,SAMN14642772
2397,SAMN14642773
2398,SAMN14786289
2399,SAMN14786290
2400,SAMN14786293
2401,SAMN14786294
2402,SAMN14858282
2403,SAMN15350929
2404,SAMN15350930
2405,SAMN15350931
2406,SAMN15350935
2407,SAMN15350936
2408,SAMN15350937
2409,SAMN15647383
2410,SAMN15647389
2411,SAMN15731791
2412,SAMN15731792
2413,SAMN15731793
2414,SAMN15731794
2415,SAMN15731795
2416,SAMN15731796
2417,SAMN15731797
2418,SAMN15731798
2419,SAMN15731799
2420,SAMN15731800
2421,SAMN15731801
2422,SAMN15731802
2423,SAMN16086456
2424,SAMN16086457
2425,SAMN16086458
2426,SAMN16086459
2427,SAMN16086460
2428,SAMN16086461
2429,SAMN16113912
2430,SAMN16198190
2431,SAMN16198191
2432,SAMN16238399
2433,SAMN16238400
2434,SAMN16238401
2435,SAMN16238402
2436,SAMN16238403
2437,SAMN16238404
2438,SAMN16238405
2439,SAMN16238406
2440,SAMN16238407
2441,SAMN16238408
2442,SAMN16238409
2443,SAMN16238410
2444,SAMN16238411
2445,SAMN16238412
2446,SAMN16238413
2447,SAMN16238414
2448,SAMN16238415
2449,SAMN16238416
2450,SAMN16238417
2451,SAMN16238418
2452,SAMN16295000
2453,SAMN16295001
2454,SAMN16295002
2455,SAMN16295015
2456,SAMN16295016
2457,SAMN16295017
2458,SAMN16674283
2459,SAMN16674284
2460,SAMN16674285
2461,SAMN16674289
2462,SAMN16674290
2463,SAMN16674291
2464,SAMN16674295
2465,SAMN16674296
2466,SAMN16674297
2467,SAMN16674301
2468,SAMN16674302
2469,SAMN16674303
2470,SAMN16674307
2471,SAMN16674309
2472,SAMN16674313
2473,SAMN16674314
2474,SAMN16674315
2475,SAMN16674319
2476,SAMN16674320
2477,SAMN16674321
2478,SAMN17349242
2479,SAMN17349243
2480,SAMN17349244
2481,SAMN17349245
2482,SAMN17349246
2483,SAMN17349247
2484,SAMN17349248
2485,SAMN17349249
2486,SAMN17349250
2487,SAMN17349251
2488,SAMN17349252
2489,SAMN17349253
2490,SAMN21359773
2491,SAMN21359774
2492,SAMN21359775
2493,SAMN21359776
2494,SAMN21359777
2495,SAMN21359778
2496,SAMN21359779
2497,SAMN21359780
2498,SAMN21359781
2499,SAMN21359782
2500,SAMN21359783
2501,SAMN21359784
2502,SAMN21359785
2503,SAMN21359786
2504,SAMN21359787
2505,SAMN21359788
2506,SAMN21359789
2507,SAMN21359790
2508,SAMN21359791
2509,SAMN21359792
2510,SAMN21359793
2511,SAMN21359794
2512,SAMN21359795
2513,SAMN21359796
2514,SAMN21359797
2515,SAMN21359798
2516,SAMN21359799
2517,SAMN21359800
2518,SAMN21359801
2519,SAMN21359802
2520,SAMN21359803
2521,SAMN21359804
2522,SAMN21359805
2523,SAMN21359806
2524,SAMN21359807
2525,SAMN21359808
2526,SAMN21359809
2527,SAMN21359810
2528,SAMN21359811
2529,SAMN21359812
2530,SAMN21359813
2531,SAMN21359814
2532,SAMN21359815
2533,SAMN21359816
2534,SAMN21359817
2535,SAMN21359818
2536,SAMN21359819
2537,SAMN21359820
2538,SAMN21359821
2539,SAMN21359822
2540,SAMN21359823
2541,SAMN21359824
2542,SAMN21359825
2543,SAMN21359826
2544,SAMN21359827
2545,SAMN21359828
2546,SAMN21359829
2547,SAMN21359830
2548,SAMN21359831
2549,SAMN21359832
2550,SAMN21359833
2551,SAMN21359834
2552,SAMN21359835
2553,SAMN21359836
2554,SAMN21359837
2555,SAMN21359838
2556,SAMN21359839
2557,SAMN21359840
2558,SAMN21359841
2559,SAMN21359842
2560,SAMN21359843
2561,SAMN21359844
2562,SAMN21359845
2563,SAMN21359846
2564,SAMN21359847
2565,SAMN21359848
2566,SAMN21359849
2567,SAMN21359850
2568,SAMN21359851
2569,SAMN21359852
2570,SAMN21359853
2571,SAMN21359854
2572,SAMN21359855
2573,SAMN21359856
2574,SAMN21359857
2575,SAMN21359858
2576,SAMN21359859
2577,SAMN21359860
2578,SAMN21359861
2579,SAMN21359862
2580,SAMN21359863
2581,SAMN21359864
2582,SAMN21359865
2583,SAMN21359866
2584,SAMN21359867
2585,SAMN21359869
2586,SAMN21359870
2587,SAMN21359871
2588,SAMN21359872
2589,SAMN21359873
2590,SAMN21359874
2591,SAMN21359875
2592,SAMN21359876
2593,SAMN21359877
2594,SAMN21359878
2595,SAMN21359879
2596,SAMN21359880
2597,SAMN18524021
2598,SAMN18524022
2599,SAMN18524023
2600,SAMN18524024
2601,SAMN18524025
2602,SAMN18524026
2603,SAMN18524027
2604,SAMN18524028
2605,SAMN18524029
2606,SAMN18524030
2607,SAMN18524031
2608,SAMN18524032
2609,SAMN18877643
2610,SAMN18877644
2611,SAMN18877649
2612,SAMN18877650
2613,SAMN18877655
2614,SAMN18877656
2615,SAMN18877661
2616,SAMN18877662
2617,SAMN18929605
2618,SAMN18929617
2619,SAMN18929618
2620,SAMN18929619
2621,SAMN18929620
2622,SAMN18929621
2623,SAMN18929622
2624,SAMN18929623
2625,SAMN18929624
2626,SAMN18929625
2627,SAMN18929628
2628,SAMN18929629
2629,SAMN19217946
2630,SAMN19217947
