,0
2631,SAMN19217948
2632,SAMN19217949
2633,SAMN19217950
2634,SAMN19217951
2635,SAMN19217952
2636,SAMN19217953
2637,SAMN19288366
2638,SAMN19288367
2639,SAMN19288368
2640,SAMN19288369
2641,SAMN19288370
2642,SAMN19288371
2643,SAMN19288375
2644,SAMN19288377
2645,SAMN19288390
2646,SAMN19288391
2647,SAMN19288392
2648,SAMN19288393
2649,SAMN19288394
2650,SAMN19288395
2651,SAMN19355588
2652,SAMN19355589
2653,SAMN19355590
2654,SAMN19355591
2655,SAMN19355592
2656,SAMN19355593
2657,SAMN19355595
2658,SAMN19355596
2659,SAMN19355597
2660,SAMN19355598
2661,SAMN19355599
2662,SAMN20475803
2663,SAMN20475804
2664,SAMN20475805
2665,SAMN20475806
2666,SAMN20475807
2667,SAMN20475808
2668,SAMN20475809
2669,SAMN20475810
2670,SAMN20525560
2671,SAMN20525561
2672,SAMN21216015
2673,SAMN21216016
2674,SAMN21216017
2675,SAMN21216018
2676,SAMN21216019
2677,SAMN21216020
2678,SAMN21216021
2679,SAMN21216022
2680,SAMN21465487
2681,SAMN21465488
2682,SAMN21465489
2683,SAMN21465490
2684,SAMN21465491
2685,SAMN21465492
2686,SAMN21465493
2687,SAMN21465494
2688,SAMN21465495
2689,SAMN21465496
2690,SAMN21465497
2691,SAMN21465498
2692,SAMN21873507
2693,SAMN21873508
2694,SAMN23254490
2695,SAMN23254491
2696,SAMN23254492
2697,SAMN23254496
2698,SAMN23254497
2699,SAMN23254498
2700,SAMN24224867
2701,SAMN24224868
2702,SAMN24224869
2703,SAMN24224870
2704,SAMN24224871
2705,SAMN24224872
2706,SAMN24224873
2707,SAMN24505281
2708,SAMN24505282
2709,SAMN24505283
2710,SAMN24505284
2711,SAMN24505285
2712,SAMN24505286
2713,SAMN24505287
2714,SAMN24505288
2715,SAMN24505289
2716,SAMN24505290
2717,SAMN24505291
2718,SAMN24505292
2719,SAMN26344676
2720,SAMN26344677
2721,SAMN26344678
2722,SAMN26344679
2723,SAMN26344680
2724,SAMN26344681
2725,SAMN26344682
2726,SAMN26344683
2727,SAMN26344684
2728,SAMN26344685
2729,SAMN26344686
2730,SAMN26344687
2731,SAMN26420998
2732,SAMN26421001
2733,SAMN26421002
2734,SAMN26421003
2735,SAMN26421004
2736,SAMN26421006
2737,SAMN26810700
2738,SAMN26810702
2739,SAMN26810704
2740,SAMN26810705
2741,SAMN27616102
2742,SAMN27616103
2743,SAMN27616104
2744,SAMN27616105
2745,SAMN27616106
2746,SAMN27616107
2747,SAMN28000073
2748,SAMN28000074
2749,SAMN28000075
2750,SAMN28000076
2751,SAMN28000077
2752,SAMN28000078
2753,SAMN28000079
2754,SAMN28000080
2755,SAMN28000081
2756,SAMN28000082
2757,SAMN28000083
2758,SAMN28000084
2759,SAMN02197702
2760,SAMN12210912
2761,SAMN09539558
2762,SAMN09539559
2763,SAMN09539560
2764,SAMN09539561
2765,SAMN09539562
2766,SAMN09539563
2767,SAMN10222101
2768,SAMN10222103
2769,SAMN10222104
2770,SAMN11371495
2771,SAMN11371509
2772,SAMN11371510
2773,SAMN11371511
2774,SAMN11371515
2775,SAMN11371516
2776,SAMN12600400
2777,SAMN12600401
2778,SAMN12600402
2779,SAMN12600403
2780,SAMN12600404
2781,SAMN12600405
2782,SAMN12600406
2783,SAMN12600407
2784,SAMN12600408
2785,SAMN14074110
2786,SAMN14074111
2787,SAMN14642777
2788,SAMN14642778
2789,SAMN14642779
2790,SAMN14786291
2791,SAMN14786292
2792,SAMN14858283
2793,SAMN16674280
2794,SAMN16674281
2795,SAMN16674282
2796,SAMN16674286
2797,SAMN16674287
2798,SAMN16674288
2799,SAMN16674292
2800,SAMN16674293
2801,SAMN16674294
2802,SAMN16674298
2803,SAMN16674299
2804,SAMN16674300
2805,SAMN16674304
2806,SAMN16674305
2807,SAMN16674306
2808,SAMN16674310
2809,SAMN16674311
2810,SAMN16674312
2811,SAMN16674316
2812,SAMN16674317
2813,SAMN16674318
2814,SAMN21545854
2815,SAMN21545855
2816,SAMN21545856
2817,SAMN21545857
2818,SAMN21545858
2819,SAMN26810706
2820,SAMN26810707
2821,SAMN26810708
2822,SAMN00265078
2823,SAMN00265079
2824,SAMN00265080
2825,SAMN00265081
2826,SAMN00265082
2827,SAMN00265083
2828,SAMN07457100
2829,SAMN07457101
2830,SAMN00264988
2831,SAMN01832599
2832,SAMN01832600
2833,SAMN01832601
2834,SAMN01832602
2835,SAMN01832603
2836,SAMN01832604
2837,SAMN01832605
2838,SAMN01832606
2839,SAMN01832611
2840,SAMN01832612
2841,SAMN02046326
2842,SAMN02046328
2843,SAMN02046329
2844,SAMN02046330
2845,SAMN02046331
2846,SAMN02046332
2847,SAMN02046334
2848,SAMN02046335
2849,SAMN02046338
2850,SAMN02046339
2851,SAMN02046340
2852,SAMN02046341
2853,SAMN02799136
2854,SAMN02799140
2855,SAMN02799145
2856,SAMN02799149
2857,SAMN02197697
2858,SAMN02197698
2859,SAMN02644823
2860,SAMN02644824
2861,SAMN02644825
2862,SAMN02644826
2863,SAMN02644827
2864,SAMN02709646
2865,SAMN02709647
2866,SAMN02709648
2867,SAMN02709649
2868,SAMN02709650
2869,SAMN02709651
2870,SAMN02709652
2871,SAMN02709653
2872,SAMN02709654
2873,SAMN03274465
2874,SAMN03274466
2875,SAMN03274467
2876,SAMN03274468
2877,SAMN03274469
2878,SAMN03274470
2879,SAMN03274471
2880,SAMN03274472
2881,SAMN03274473
2882,SAMN03274474
2883,SAMN03274475
2884,SAMN03274476
2885,SAMN03274477
2886,SAMN03274478
2887,SAMN03274479
2888,SAMN03274480
2889,SAMN03274481
2890,SAMN03274482
2891,SAMN03274483
2892,SAMN03274484
2893,SAMN03274485
2894,SAMN03274486
2895,SAMN03274487
2896,SAMN03274488
2897,SAMN03274489
2898,SAMN03274490
2899,SAMN03274491
2900,SAMN03274492
2901,SAMN03274493
2902,SAMN03274494
2903,SAMN03274495
2904,SAMN03274496
2905,SAMN03274497
2906,SAMN03274498
2907,SAMN03274499
2908,SAMN03274500
2909,SAMN03299425
2910,SAMN04281009
2911,SAMN04305367
2912,SAMN04305368
2913,SAMN04305369
2914,SAMN04305370
2915,SAMN04305371
2916,SAMN04305372
2917,SAMN04305381
2918,SAMN04305382
2919,SAMN04305383
2920,SAMN04305384
2921,SAMN04305385
2922,SAMN04305386
2923,SAMN04305387
2924,SAMN04305388
2925,SAMN04305389
2926,SAMN04305390
2927,SAMN04305391
2928,SAMN04305392
2929,SAMN04305393
2930,SAMN04305394
2931,SAMN04305395
2932,SAMN04305396
2933,SAMN04305397
2934,SAMN04305398
2935,SAMN04305399
2936,SAMN04305400
2937,SAMN04305401
2938,SAMN04305402
2939,SAMN04305403
2940,SAMN04305404
2941,SAMN04563582
2942,SAMN04563583
2943,SAMN04563584
2944,SAMN04563585
2945,SAMN04563586
2946,SAMN04563587
2947,SAMN04563588
2948,SAMN04563589
2949,SAMN04563590
2950,SAMN04563591
2951,SAMN04563592
2952,SAMN04563593
2953,SAMN04563594
2954,SAMN04563595
2955,SAMN04563596
2956,SAMN04563597
2957,SAMN04563598
2958,SAMN04563599
2959,SAMN04563600
2960,SAMN04563601
2961,SAMN05223294
2962,SAMN05223295
2963,SAMN05223296
2964,SAMN05223297
2965,SAMN05223298
2966,SAMN05223299
2967,SAMN05223300
2968,SAMN05223301
2969,SAMN05223302
2970,SAMN05223303
2971,SAMN05223304
2972,SAMN05223305
2973,SAMN05223306
2974,SAMN05223307
2975,SAMN05223308
2976,SAMN05223309
2977,SAMN05223310
2978,SAMN05223311
2979,SAMN05291176
2980,SAMN06287520
2981,SAMN06287521
2982,SAMN06287522
2983,SAMN06287523
2984,SAMN06287524
2985,SAMN06287528
2986,SAMN06313998
2987,SAMN06313971
2988,SAMN06313280
2989,SAMN06313861
2990,SAMN06313745
2991,SAMN06314030
2992,SAMN06313636
2993,SAMN06313916
2994,SAMN06313522
2995,SAMN06313352
2996,SAMN06313968
2997,SAMN06314076
2998,SAMN06313290
2999,SAMN06313312
3000,SAMN06313358
3001,SAMN06313418
3002,SAMN06313595
3003,SAMN06313389
3004,SAMN06313772
3005,SAMN06313670
3006,SAMN06313150
3007,SAMN06313578
3008,SAMN06313385
3009,SAMN06314462
3010,SAMN06314408
3011,SAMN06314479
3012,SAMN06314799
3013,SAMN06830772
3014,SAMN06830773
3015,SAMN06830774
3016,SAMN06830775
3017,SAMN06830776
3018,SAMN06830777
3019,SAMN06830778
3020,SAMN06830779
3021,SAMN06830780
3022,SAMN06830781
3023,SAMN06830782
3024,SAMN07188076
3025,SAMN07188077
3026,SAMN07188078
3027,SAMN07373133
3028,SAMN07373135
3029,SAMN07373136
3030,SAMN07373137
3031,SAMN07373138
3032,SAMN07373139
3033,SAMN07373140
3034,SAMN07373141
3035,SAMN07373142
3036,SAMN07373143
3037,SAMN07373144
3038,SAMN07373145
3039,SAMN07373146
3040,SAMN07373147
3041,SAMN07373148
3042,SAMN07373149
3043,SAMN07373150
3044,SAMN07373151
3045,SAMN07373152
3046,SAMN07373153
3047,SAMN07373154
3048,SAMN07373155
3049,SAMN07373156
3050,SAMN07373157
3051,SAMN07373158
3052,SAMN07373159
3053,SAMN07373160
3054,SAMN07373161
3055,SAMN07373162
3056,SAMN07373163
3057,SAMN07373164
3058,SAMN07373167
3059,SAMN07373168
3060,SAMN07373169
3061,SAMN07373170
3062,SAMN07373171
3063,SAMN07373172
3064,SAMN07373174
3065,SAMN07373175
3066,SAMN07373176
3067,SAMN07373177
3068,SAMN07373178
3069,SAMN07373179
3070,SAMN07373180
3071,SAMN07373181
3072,SAMN07373183
3073,SAMN07373184
3074,SAMN07373185
3075,SAMN07373186
3076,SAMN07373187
3077,SAMN07373188
3078,SAMN07373189
3079,SAMN07373190
3080,SAMN07373191
3081,SAMN07373192
3082,SAMN07373194
3083,SAMN09721190
3084,SAMN09721192
3085,SAMN09721194
3086,SAMN09721196
3087,SAMN09721198
3088,SAMN09721200
3089,SAMN09730119
3090,SAMN09730120
3091,SAMN09730121
3092,SAMN09730122
3093,SAMN09730123
3094,SAMN09730124
3095,SAMN09730125
3096,SAMN09730126
3097,SAMN09730127
3098,SAMN09730128
3099,SAMN09730129
3100,SAMN09730130
3101,SAMN10581532
3102,SAMN10581533
3103,SAMN10581534
3104,SAMN11045866
3105,SAMN11233106
3106,SAMN11233107
3107,SAMN11233123
3108,SAMN11513548
3109,SAMN11513549
3110,SAMN11513550
3111,SAMN11513551
3112,SAMN11513552
3113,SAMN11513553
3114,SAMN11513554
3115,SAMN11513555
3116,SAMN11513556
3117,SAMN11513557
3118,SAMN11513558
3119,SAMN11513559
3120,SAMN11836263
3121,SAMN11836264
3122,SAMN11836265
3123,SAMN11836266
3124,SAMN11836267
3125,SAMN11836268
3126,SAMN11836269
3127,SAMN11836270
3128,SAMN12157997
3129,SAMN12157998
3130,SAMN12157999
3131,SAMN12158000
3132,SAMN12158001
3133,SAMN12158002
3134,SAMN12158003
3135,SAMN12158004
3136,SAMN12158005
3137,SAMN12158006
3138,SAMN12158007
3139,SAMN12158008
3140,SAMN12158009
3141,SAMN12158010
3142,SAMN12158011
3143,SAMN12158012
3144,SAMN12158013
3145,SAMN12158014
3146,SAMN14981344
3147,SAMN15455598
3148,SAMN15455599
3149,SAMN15455600
3150,SAMN15455604
3151,SAMN15455605
3152,SAMN15455606
3153,SAMN15456420
3154,SAMN15456421
3155,SAMN15456422
3156,SAMN15456423
3157,SAMN15456424
3158,SAMN15456425
3159,SAMN15456426
3160,SAMN15456427
3161,SAMN15456428
3162,SAMN15456429
3163,SAMN15456430
3164,SAMN15456431
3165,SAMN15581362
3166,SAMN16776172
3167,SAMN16776173
3168,SAMN17612232
3169,SAMN17612233
3170,SAMN17612234
3171,SAMN17612235
3172,SAMN17612236
3173,SAMN17612237
3174,SAMN17612238
3175,SAMN17612239
3176,SAMN17612240
3177,SAMN17612241
3178,SAMN17612242
3179,SAMN17612243
3180,SAMN17612244
3181,SAMN17612245
3182,SAMN17612246
3183,SAMN17612247
3184,SAMN17612248
3185,SAMN18588787
3186,SAMN18588788
3187,SAMN18588808
3188,SAMN18588809
3189,SAMN18588810
3190,SAMN18588811
3191,SAMN18588812
3192,SAMN18588813
3193,SAMN18588814
3194,SAMN18588815
3195,SAMN18588816
3196,SAMN18588817
3197,SAMN18736571
3198,SAMN18736572
3199,SAMN18736573
3200,SAMN18736574
3201,SAMN18736575
3202,SAMN18736576
3203,SAMN18736577
3204,SAMN18736578
3205,SAMN18736579
3206,SAMN18736580
3207,SAMN18736581
3208,SAMN18736582
3209,SAMN18736583
3210,SAMN18736584
3211,SAMN18736585
3212,SAMN18736586
3213,SAMN18736587
3214,SAMN18736588
3215,SAMN18736589
3216,SAMN18736590
3217,SAMN18736591
3218,SAMN18736592
3219,SAMN18736593
3220,SAMN18736594
3221,SAMN18736595
3222,SAMN18736596
3223,SAMN18736597
3224,SAMN18736598
3225,SAMN18736599
3226,SAMN18736600
3227,SAMN18736601
3228,SAMN18736602
3229,SAMN18736603
3230,SAMN18736604
3231,SAMN18736605
3232,SAMN18736606
3233,SAMN18795860
3234,SAMN18795861
3235,SAMN18795862
3236,SAMN18795863
3237,SAMN18795864
3238,SAMN18795865
3239,SAMN18795866
3240,SAMN18795867
3241,SAMN18795868
3242,SAMN18795869
3243,SAMN18795870
3244,SAMN18795871
3245,SAMN18795872
3246,SAMN18795873
3247,SAMN18795874
3248,SAMN18795875
3249,SAMN18795876
3250,SAMN18795903
3251,SAMN18795904
3252,SAMN18795906
3253,SAMN18795907
3254,SAMN18795908
3255,SAMN18795909
3256,SAMN18795910
3257,SAMN18795911
3258,SAMN18795912
3259,SAMN18795913
3260,SAMN18795914
3261,SAMN18795915
3262,SAMN18795916
3263,SAMN18795917
3264,SAMN18795918
3265,SAMN18795919
3266,SAMN18795920
3267,SAMN18795921
3268,SAMN18795922
3269,SAMN20525646
3270,SAMN20525647
3271,SAMN22371138
3272,SAMN22371139
3273,SAMN22371140
3274,SAMN22371141
3275,SAMN22371142
3276,SAMN22371143
3277,SAMN22371144
3278,SAMN22371145
3279,SAMN22371146
3280,SAMN22371147
3281,SAMN22371148
3282,SAMN22371149
3283,SAMN22371150
3284,SAMN22371151
3285,SAMN22371152
3286,SAMN22371153
3287,SAMN22371154
3288,SAMN22371155
3289,SAMN22371156
3290,SAMN22371157
3291,SAMN22371158
3292,SAMN22371159
3293,SAMN22371160
3294,SAMN22371161
3295,SAMN22371162
3296,SAMN22371163
3297,SAMN22371164
3298,SAMN25290787
3299,SAMN25290788
3300,SAMN25290789
3301,SAMN25290790
3302,SAMN25290791
3303,SAMN25290792
3304,SAMN25290793
3305,SAMN25290794
3306,SAMN25290795
3307,SAMN25290796
3308,SAMN25290797
3309,SAMN25290798
3310,SAMN25290799
3311,SAMN25290800
3312,SAMN25290801
3313,SAMN25290802
3314,SAMN25290803
3315,SAMN25290804
3316,SAMN26879701
3317,SAMN26879702
3318,SAMN26879703
3319,SAMN26879704
3320,SAMN26879705
3321,SAMN26879706
3322,SAMN17141039
3323,SAMN17141040
3324,SAMN17141041
3325,SAMN17141042
3326,SAMN17141043
3327,SAMN17141044
3328,SAMN02799148
3329,SAMN02746727
3330,SAMN02746734
3331,SAMN02746736
3332,SAMN02746750
3333,SAMN02746754
3334,SAMN02746759
3335,SAMN02776940
3336,SAMN02776944
3337,SAMN02776947
3338,SAMD00027203
3339,SAMD00117541
3340,SAMD00117542
3341,SAMD00117543
3342,SAMD00117544
3343,SAMD00117545
3344,SAMD00117546
3345,SAMD00117547
3346,SAMD00117548
3347,SAMD00117549
3348,SAMD00117550
3349,SAMD00117551
3350,SAMD00117552
3351,SAMD00133783
3352,SAMD00133784
3353,SAMN00829056
3354,SAMN00829198
3355,SAMN00265084
3356,SAMN01779513
3357,SAMN01779514
3358,SAMN01779515
3359,SAMN01779516
3360,SAMN01779517
3361,SAMN01779518
3362,SAMN01779519
3363,SAMN01779520
3364,SAMN01779521
3365,SAMN01779522
3366,SAMN01779523
3367,SAMN01779524
3368,SAMN01886330
3369,SAMN01886331
3370,SAMN01886332
3371,SAMN01886333
3372,SAMN01886334
3373,SAMN01886335
3374,SAMN01886336
3375,SAMN01886337
3376,SAMN01886338
3377,SAMN01886339
3378,SAMN01886340
3379,SAMN01886341
3380,SAMN01886342
3381,SAMN01886343
3382,SAMN01886344
3383,SAMN01886345
3384,SAMN01886346
3385,SAMN01886347
3386,SAMN01886348
3387,SAMN01886349
3388,SAMN01886350
3389,SAMN01886351
3390,SAMN01886352
3391,SAMN01886353
3392,SAMN01924548
3393,SAMN01924549
3394,SAMN01924553
3395,SAMN01924554
3396,SAMN01924555
3397,SAMN02009284
3398,SAMN02009285
3399,SAMN02009286
3400,SAMN02009287
3401,SAMN02215336
3402,SAMN02215337
3403,SAMN02215338
3404,SAMN02215341
3405,SAMN02215342
3406,SAMN02215343
3407,SAMN02215345
3408,SAMN02215346
3409,SAMN02215347
3410,SAMN02215348
3411,SAMN02215349
3412,SAMN02215350
3413,SAMN02261680
3414,SAMN02261681
3415,SAMN02261682
3416,SAMN02261683
3417,SAMN02261684
3418,SAMN02261685
3419,SAMN02261686
3420,SAMN02261687
3421,SAMN02261688
3422,SAMN02261689
3423,SAMN02261690
3424,SAMN02261691
3425,SAMN02358841
3426,SAMN02358842
3427,SAMN02358844
3428,SAMN02358845
3429,SAMN02358847
3430,SAMN02358848
3431,SAMN02358849
3432,SAMN02358850
3433,SAMN02358851
3434,SAMN02358852
3435,SAMN02358853
3436,SAMN02358854
3437,SAMN02358855
3438,SAMN02358856
3439,SAMN02358857
3440,SAMN02358858
3441,SAMN02358859
3442,SAMN02358860
3443,SAMN02358861
3444,SAMN02358862
3445,SAMN02358863
3446,SAMN02358864
3447,SAMN02358865
3448,SAMN02358866
3449,SAMN02358867
3450,SAMN02358868
3451,SAMN02358869
3452,SAMN02358870
3453,SAMN02358871
3454,SAMN02358872
3455,SAMN02358873
3456,SAMN02358874
3457,SAMN02358875
3458,SAMN02358876
3459,SAMN02358877
3460,SAMN02358878
3461,SAMN02358879
3462,SAMN02358880
3463,SAMN02358881
3464,SAMN02358882
3465,SAMN02358883
3466,SAMN02358884
3467,SAMN02358885
3468,SAMN02358886
3469,SAMN02358887
3470,SAMN02358888
3471,SAMN02358889
3472,SAMN02358890
3473,SAMN02358891
3474,SAMN02358893
3475,SAMN02358896
3476,SAMN02358899
3477,SAMN02358900
3478,SAMN02358901
3479,SAMN02358902
3480,SAMN02358903
3481,SAMN02358905
3482,SAMN02358906
3483,SAMN02358907
3484,SAMN02358908
3485,SAMN02358909
3486,SAMN02358910
3487,SAMN02358911
3488,SAMN02358912
3489,SAMN02358913
3490,SAMN02358916
3491,SAMN02358917
3492,SAMN02358918
3493,SAMN02358919
3494,SAMN02358921
3495,SAMN02358922
3496,SAMN02358923
3497,SAMN02358924
3498,SAMN02358925
3499,SAMN02358926
3500,SAMN02358927
3501,SAMN02358928
3502,SAMN02358929
3503,SAMN02358930
3504,SAMN02358931
3505,SAMN02358932
3506,SAMN02358933
3507,SAMN02358934
3508,SAMN02358935
3509,SAMN02358936
3510,SAMN02358937
3511,SAMN02358938
3512,SAMN02358939
3513,SAMN02358940
3514,SAMN02358941
3515,SAMN02358942
3516,SAMN02358943
3517,SAMN02358944
3518,SAMN02358945
3519,SAMN02358946
3520,SAMN02358947
3521,SAMN02358950
3522,SAMN02358951
3523,SAMN02358953
3524,SAMN02358954
3525,SAMN02358955
3526,SAMN02358956
3527,SAMN02358957
3528,SAMN02358958
3529,SAMN02358959
3530,SAMN02358960
3531,SAMN02358962
3532,SAMN02358963
3533,SAMN02358965
3534,SAMN02358966
3535,SAMN02358967
3536,SAMN02358971
3537,SAMN02358972
3538,SAMN02358973
3539,SAMN02358974
3540,SAMN02358975
3541,SAMN02358976
3542,SAMN02358978
3543,SAMN02358979
3544,SAMN02358980
3545,SAMN02358981
3546,SAMN02358982
3547,SAMN02358983
3548,SAMN02358984
3549,SAMN02358985
3550,SAMN02358987
3551,SAMN02358989
3552,SAMN02358990
3553,SAMN02358991
3554,SAMN02358992
3555,SAMN02358995
3556,SAMN02358996
3557,SAMN02358997
3558,SAMN02358998
3559,SAMN02358999
3560,SAMN02359000
3561,SAMN02359001
3562,SAMN02359002
3563,SAMN02359003
3564,SAMN02359005
3565,SAMN02359006
3566,SAMN02359007
3567,SAMN02359008
3568,SAMN02359009
3569,SAMN02359010
3570,SAMN02359012
3571,SAMN02359013
3572,SAMN02359014
3573,SAMN02359015
3574,SAMN02359016
3575,SAMN02359017
3576,SAMN02359018
3577,SAMN02359019
3578,SAMN02359020
3579,SAMN02359021
3580,SAMN02359022
3581,SAMN02359023
3582,SAMN02359024
3583,SAMN02359025
3584,SAMN02359026
3585,SAMN02359027
3586,SAMN02359028
3587,SAMN02644805
3588,SAMN02644806
3589,SAMN02644807
3590,SAMN02644809
3591,SAMN02644810
3592,SAMN02644811
3593,SAMN02799427
3594,SAMN02799428
3595,SAMN02799429
3596,SAMN02799430
3597,SAMN02902471
3598,SAMN02902472
3599,SAMN02902473
3600,SAMN02902474
3601,SAMN02902475
3602,SAMN02902476
3603,SAMN02902477
3604,SAMN02902478
3605,SAMN02902479
3606,SAMN02902480
3607,SAMN02902481
3608,SAMN02902482
3609,SAMN02902483
3610,SAMN02902484
3611,SAMN02902485
3612,SAMN02902486
3613,SAMN02944889
3614,SAMN02944890
3615,SAMN02944891
3616,SAMN02944892
3617,SAMN02944893
3618,SAMN02944894
3619,SAMN02944895
3620,SAMN02944896
3621,SAMN02944897
3622,SAMN02944898
3623,SAMN02944899
3624,SAMN02944900
3625,SAMN03083686
3626,SAMN03083687
3627,SAMN03083688
3628,SAMN03083689
3629,SAMN03083690
3630,SAMN03083691
3631,SAMN03083692
3632,SAMN03083693
3633,SAMN03083694
3634,SAMN03083695
3635,SAMN03083696
3636,SAMN03083697
3637,SAMN03083698
3638,SAMN03083699
3639,SAMN03083700
3640,SAMN03169132
3641,SAMN03169133
3642,SAMN03169134
3643,SAMN03169135
3644,SAMN03169136
3645,SAMN03169137
3646,SAMN03169138
3647,SAMN03169139
3648,SAMN03169140
3649,SAMN03169141
3650,SAMN03169142
3651,SAMN03169143
3652,SAMN03169144
3653,SAMN03169145
3654,SAMN03169146
3655,SAMN03169147
3656,SAMN03169148
3657,SAMN03169149
3658,SAMN03169150
3659,SAMN03169151
3660,SAMN03169152
3661,SAMN03169153
3662,SAMN03169154
3663,SAMN03169155
3664,SAMN03169156
3665,SAMN03169157
3666,SAMN03169158
3667,SAMN03169159
3668,SAMN03169160
3669,SAMN03169161
3670,SAMN03274362
3671,SAMN03274363
3672,SAMN03473671
3673,SAMN03473672
3674,SAMN03473673
3675,SAMN03473674
3676,SAMN03473675
3677,SAMN03473676
3678,SAMN03473677
3679,SAMN03473678
3680,SAMN03473679
3681,SAMN03473680
3682,SAMN03473681
3683,SAMN03473682
3684,SAMN03473683
3685,SAMN03473684
3686,SAMN03473685
3687,SAMN03473686
3688,SAMN03473687
3689,SAMN03473688
3690,SAMN03473689
3691,SAMN03473690
3692,SAMN03755595
3693,SAMN03755596
3694,SAMN03755597
3695,SAMN03755598
3696,SAMN03755599
3697,SAMN03755600
3698,SAMN03755601
3699,SAMN03755602
3700,SAMN03755603
3701,SAMN03755604
3702,SAMN03755605
3703,SAMN03755606
3704,SAMN03755607
3705,SAMN03755608
3706,SAMN03755609
3707,SAMN03755610
3708,SAMN03755611
3709,SAMN03755612
3710,SAMN03755613
3711,SAMN03755614
3712,SAMN03755615
3713,SAMN03755616
3714,SAMN03755618
3715,SAMN03755620
3716,SAMN03755621
3717,SAMN03755622
3718,SAMN03755623
3719,SAMN03755624
3720,SAMN03755625
3721,SAMN03755627
3722,SAMN03755628
3723,SAMN03755629
3724,SAMN03761646
3725,SAMN03761647
3726,SAMN03761648
3727,SAMN03761649
3728,SAMN03761650
3729,SAMN03761651
3730,SAMN03761652
3731,SAMN03761653
3732,SAMN03784697
3733,SAMN03785538
3734,SAMN03793157
3735,SAMN03793158
3736,SAMN03797939
3737,SAMN03797950
3738,SAMN03797951
3739,SAMN03797952
3740,SAMN04338521
3741,SAMN04338523
3742,SAMN04338524
3743,SAMN04932637
3744,SAMN04932640
3745,SAMN04932643
3746,SAMN04932646
3747,SAMN05207283
3748,SAMN05327832
3749,SAMN05327833
3750,SAMN05327834
3751,SAMN05327835
3752,SAMN05327836
3753,SAMN05327837
3754,SAMN05327838
3755,SAMN05327839
3756,SAMN05327840
3757,SAMN05327841
3758,SAMN05327842
3759,SAMN05327843
3760,SAMN05327844
3761,SAMN05327845
3762,SAMN05327846
3763,SAMN05327847
3764,SAMN05327848
3765,SAMN05327849
3766,SAMN05327850
3767,SAMN05327851
3768,SAMN05327852
3769,SAMN05327853
3770,SAMN05327854
3771,SAMN05580196
3772,SAMN05580197
3773,SAMN05580198
3774,SAMN05580199
3775,SAMN05580200
3776,SAMN05580201
3777,SAMN05580202
3778,SAMN05580203
3779,SAMN05580204
3780,SAMN05580205
3781,SAMN05580206
3782,SAMN05580207
3783,SAMN05580208
3784,SAMN05580209
3785,SAMN05580210
3786,SAMN05580211
3787,SAMN05580212
3788,SAMN05580213
3789,SAMN05580214
3790,SAMN05580215
3791,SAMN05580216
3792,SAMN05580217
3793,SAMN05580218
3794,SAMN05580219
3795,SAMN05580220
3796,SAMN05580221
3797,SAMN05580222
3798,SAMN05580223
3799,SAMN05580224
3800,SAMN05580225
3801,SAMN05580226
3802,SAMN05580227
3803,SAMN05580228
3804,SAMN05580229
3805,SAMN05580230
3806,SAMN05580231
3807,SAMN05580232
3808,SAMN05580233
3809,SAMN05580234
3810,SAMN05580235
3811,SAMN05580236
3812,SAMN05580237
3813,SAMN05601558
3814,SAMN05601559
3815,SAMN05601560
3816,SAMN05601561
3817,SAMN05755943
3818,SAMN05755944
3819,SAMN05755945
3820,SAMN05755946
3821,SAMN05755947
3822,SAMN05755948
3823,SAMN05755949
3824,SAMN05755950
3825,SAMN05755951
3826,SAMN05755952
3827,SAMN05755953
3828,SAMN05755954
3829,SAMN05755955
3830,SAMN05755956
3831,SAMN05755957
3832,SAMN05755958
3833,SAMN05755959
3834,SAMN05755960
3835,SAMN05755961
3836,SAMN05755962
3837,SAMN05755963
3838,SAMN05755964
3839,SAMN05755965
3840,SAMN05755966
3841,SAMN05915159
3842,SAMN05915162
3843,SAMN05915165
3844,SAMN05915168
3845,SAMN06158133
3846,SAMN06158138
3847,SAMN06158139
3848,SAMN06158140
3849,SAMN06158142
3850,SAMN06158143
3851,SAMN06277413
3852,SAMN06277414
3853,SAMN06277415
3854,SAMN06277416
3855,SAMN06277417
3856,SAMN06277418
3857,SAMN06277419
3858,SAMN06277420
3859,SAMN06277421
3860,SAMN06277422
3861,SAMN06277423
3862,SAMN06277424
3863,SAMN06277425
3864,SAMN06277426
3865,SAMN06277427
3866,SAMN06277428
3867,SAMN06277429
3868,SAMN06277430
3869,SAMN06277431
3870,SAMN06277432
3871,SAMN06277433
3872,SAMN06277434
3873,SAMN06277435
3874,SAMN06277436
3875,SAMN06277437
3876,SAMN06277438
3877,SAMN06277439
3878,SAMN06277440
3879,SAMN06277441
3880,SAMN06277442
3881,SAMN06277443
3882,SAMN06277444
3883,SAMN06277445
3884,SAMN06277446
3885,SAMN06277447
3886,SAMN06277448
3887,SAMN06313671
3888,SAMN06313746
3889,SAMN06313442
3890,SAMN06320227
3891,SAMN06320228
3892,SAMN06644736
3893,SAMN07109350
3894,SAMN07130378
3895,SAMN07130381
3896,SAMN07130383
3897,SAMN07130388
3898,SAMN07130391
3899,SAMN07130392
3900,SAMN07130396
3901,SAMN07202252
3902,SAMN07202253
