Control/Treated,BioSample
,SAMN17205599
,SAMN17205598
,SAMN15097864
,SAMN15097865
,SAMN15097866
,SAMN15097870
,SAMN15097871
,SAMN15097873
,SAMN15097874
,SAMN15097875
,SAMN15097860
,SAMN15097863
,SAMN15097876
,SAMN15097877
,SAMN11045866
,SAMN11045866
,SAMN11045866
,SAMN11045866
,SAMN11045866
,SAMN11045866
,SAMN11045866
,SAMN11045866
,SAMN11045866
,SAMN12671272
,SAMN12671272
con,SAMN15041642
con,SAMN15041641
,SAMN15041640
,SAMN15041639
,SAMN15041638
,SAMN15041637
,SAMN15041794
,SAMN15041793
,SAMN15041792
,SAMN15041791
,SAMN15041790
,SAMN15041789
,SAMN15041187
,SAMN15041186
,SAMN15041185
,SAMN15041184
,SAMN15041183
,SAMN15041182
,SAMN15041209
,SAMN15041208
,SAMN15041181
,SAMN15041207
,SAMN15041206
,SAMN15041205
,SAMN15041204
,SAMN15041203
,SAMN15041202
,SAMN15041201
,SAMN15041200
,SAMN15041199
,SAMN15041198
,SAMN15041180
,SAMN15041197
,SAMN15041196
,SAMN15041195
,SAMN15041194
,SAMN15041193
,SAMN15041192
,SAMN15041191
,SAMN15041190
,SAMN15041189
,SAMN15041188
,SAMN15041179
,SAMN15041178
,SAMN12622426
,SAMN12622425
,SAMN12622421
,SAMN12622423
,SAMN12622424
,SAMN12622420
,SAMN12622422
,SAMN12622420
,SAMN11340040
,SAMN11340039
,SAMN11340038
,SAMN11340037
,SAMN11340036
,SAMN11340034
,SAMN11340102
,SAMN11340103
,SAMN11340096
,SAMN11340097
,SAMN11340094
,SAMN11340095
,SAMN11340100
,SAMN11340101
,SAMN11340098
,SAMN11340099
,SAMN14838756
,SAMN14838755
,SAMN14838754
,SAMN14838753
,SAMN14858291
,SAMN14858290
,SAMN14858289
,SAMN14858288
,SAMN14858287
,SAMN14858286
,SAMN14858285
,SAMN14858284
,SAMN14858283
,SAMN14858282
,SAMN14858281
,SAMN14858280
,SAMN14858279
,SAMN14858278
,SAMN14858277
,SAMN14858276
,SAMN11158927
,SAMN11158940
,SAMN11158786
,SAMN11158785
,SAMN11158873
,SAMN11158872
,SAMN11158871
,SAMN11158870
,SAMN11158869
,SAMN11158868
,SAMN11158881
,SAMN11158880
,SAMN11158879
,SAMN15647391
,SAMN15647389
,SAMN15647388
,SAMN15647386
,SAMN15647406
,SAMN15647405
,SAMN15647404
,SAMN15647402
,SAMN15647399
,SAMN15647397
,SAMN15647396
,SAMN15647394
,SAMN15647383
,SAMN09064558
,SAMN09064559
,SAMN13173373
,SAMN13172634
,SAMN09064557
,SAMN16776173
,SAMN16776172
,SAMN22371151
,SAMN22371152
,SAMN22371153
,SAMN22371154
,SAMN22371155
,SAMN22371156
,SAMN22371157
,SAMN22371158
,SAMN22371159
,SAMN22371160
,SAMN22371161
,SAMN22371162
,SAMN22371163
,SAMN22371164
,SAMN22371165
,SAMN22371166
,SAMN22371167
,SAMN22371168
,SAMN22371169
,SAMN22371170
,SAMN22371171
,SAMN22371172
,SAMN22371173
,SAMN22371174
,SAMN22371175
,SAMN22371176
,SAMN22371177
,SAMN22371178
,SAMN22371179
,SAMN22371180
,SAMN22371181
,SAMN22371182
,SAMN22371138
,SAMN22371139
,SAMN22371140
,SAMN22371141
,SAMN22371142
,SAMN22371143
,SAMN22371144
,SAMN22371145
,SAMN22371146
,SAMN22371147
,SAMN22371148
,SAMN22371149
,SAMN22371150
,SAMN22371199
,SAMN22371200
,SAMN22371183
,SAMN22371184
,SAMN22371185
,SAMN22371186
,SAMN22371187
,SAMN22371188
,SAMN22371189
,SAMN22371190
,SAMN22371191
,SAMN22371192
,SAMN22371193
,SAMN22371194
,SAMN22371195
,SAMN22371196
,SAMN22371197
,SAMN22371198
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN20702932
,SAMN16725449
,SAMN16725449
,SAMN16725450
,SAMN16725450
,SAMN16725450
,SAMN16725450
,SAMN16725450
,SAMN16725449
,SAMN16725455
,SAMN16725455
,SAMN16725455
,SAMN16725455
,SAMN16725455
,SAMN16725449
,SAMN16725454
,SAMN16725454
,SAMN16725454
,SAMN16725454
,SAMN16725454
,SAMN16725453
,SAMN16725453
,SAMN16725453
,SAMN16725453
,SAMN16725453
,SAMN16725449
,SAMN16725452
,SAMN16725452
,SAMN16725452
,SAMN16725452
,SAMN16725452
,SAMN16725451
,SAMN16725451
,SAMN16725451
,SAMN16725451
,SAMN16725451
,SAMD00216748
,SAMD00216748
,SAMD00216748
,SAMD00216749
,SAMD00216749
,SAMD00216749
,SAMD00216750
,SAMD00216750
,SAMD00216750
,SAMD00216749
,SAMD00216750
,SAMD00216751
,SAMD00216752
,SAMD00216753
,SAMD00216754
,SAMD00216748
,SAMN23007874
,SAMN23007879
,SAMN23007880
,SAMN23007882
,SAMN23007887
,SAMN23007889
,SAMN25601484
,SAMN25601483
,SAMN25601482
,SAMN25601481
,SAMN25601480
,SAMN25601479
con,SAMN09489367
,SAMN09489366
stress,SAMN20475806
stress,SAMN20475805
stress,SAMN20475805
stress,SAMN20475805
stress,SAMN20475804
stress,SAMN20475804
stress,SAMN20475804
stress,SAMN20475810
stress,SAMN20475810
stress,SAMN20475810
stress,SAMN20475809
con,SAMN20475803
stress,SAMN20475809
stress,SAMN20475809
stress,SAMN20475808
stress,SAMN20475808
stress,SAMN20475808
con,SAMN20475807
con,SAMN20475807
con,SAMN20475807
stress,SAMN20475806
stress,SAMN20475806
con,SAMN20475803
con,SAMN20475803
,SAMN20525664
,SAMN20525663
,SAMN20525649
,SAMN20525648
,SAMN20525652
,SAMN20525651
,SAMN20525647
,SAMN20525646
,SAMN20525650
,SAMN20525561
,SAMN20525560
,SAMN20525559
,SAMN20525558
,SAMN20525557
,SAMN20525556
,SAMN20525555
,SAMN20525553
,SAMN20525662
,SAMN20525661
,SAMN20525660
,SAMN20525659
,SAMN20525653
,SAMN21465496
,SAMN21465495
,SAMN21465494
,SAMN21465493
,SAMN21465492
,SAMN21465491
,SAMN21465490
,SAMN21465489
,SAMN21465498
,SAMN21465497
,SAMN21465488
,SAMN21465487
,SAMN21448196
,SAMN21448195
,SAMN21448194
,SAMN21448193
,SAMN21448192
,SAMN21448191
,SAMN21448190
,SAMN21448189
,SAMN21448198
,SAMN21448197
,SAMN21448188
,SAMN21448187
,SAMN23019674
,SAMN23019675
,SAMN23019676
,SAMN23019677
,SAMN23019678
,SAMN23019679
,SAMN21359764
,SAMN21359763
,SAMN21359762
,SAMN21359761
,SAMN21359760
,SAMN21359759
,SAMN21359758
,SAMN21359757
,SAMN21359756
,SAMN21359755
,SAMN21359754
,SAMN21359753
,SAMN21359752
,SAMN21359751
,SAMN21359750
,SAMN21359749
,SAMN21359748
,SAMN21359747
,SAMN21359746
,SAMN21359745
,SAMN21359744
,SAMN21359743
,SAMN21359742
,SAMN21359741
,SAMN21359740
,SAMN21359739
,SAMN21359738
,SAMN21359737
,SAMN21359736
,SAMN21359735
,SAMN21359734
,SAMN21359733
,SAMN21359732
,SAMN21359731
,SAMN21359730
,SAMN21359729
,SAMN21359728
,SAMN21359727
,SAMN21359726
,SAMN21359725
,SAMN21359724
,SAMN21359723
,SAMN21359722
,SAMN21359721
,SAMN21359720
,SAMN21359719
,SAMN21359718
,SAMN21359717
,SAMN21359716
,SAMN21359715
,SAMN21359714
,SAMN21359713
,SAMN21359712
,SAMN21359711
,SAMN21359710
,SAMN21359709
,SAMN21359708
,SAMN21359707
,SAMN21359706
,SAMN21359705
,SAMN21359704
,SAMN21359703
,SAMN21359702
,SAMN21359701
,SAMN21359700
,SAMN21359699
,SAMN21359698
,SAMN21359697
,SAMN21359696
,SAMN21359695
,SAMN21359694
,SAMN21359693
,SAMN21359692
,SAMN21359691
,SAMN21359690
,SAMN21359689
,SAMN21359688
,SAMN21359687
,SAMN21359880
,SAMN21359879
,SAMN21359878
,SAMN21359877
,SAMN21359876
,SAMN21359875
,SAMN21359686
,SAMN21359874
,SAMN21359873
,SAMN21359872
,SAMN21359871
,SAMN21359870
,SAMN21359869
,SAMN21359868
,SAMN21359867
,SAMN21359866
,SAMN21359865
,SAMN21359685
,SAMN21359864
,SAMN21359863
,SAMN21359862
,SAMN21359861
,SAMN21359860
,SAMN21359859
,SAMN21359858
,SAMN21359857
,SAMN21359856
,SAMN21359855
,SAMN21359684
,SAMN21359854
,SAMN21359853
,SAMN21359852
,SAMN21359851
,SAMN21359850
,SAMN21359849
,SAMN21359848
,SAMN21359847
,SAMN21359846
,SAMN21359845
,SAMN21359683
,SAMN21359844
,SAMN21359843
,SAMN21359842
,SAMN21359841
,SAMN21359840
,SAMN21359839
,SAMN21359838
,SAMN21359837
,SAMN21359836
,SAMN21359835
,SAMN21359682
,SAMN21359834
,SAMN21359833
,SAMN21359832
,SAMN21359831
,SAMN21359830
,SAMN21359829
,SAMN21359828
,SAMN21359827
,SAMN21359826
,SAMN21359825
,SAMN21359681
,SAMN21359824
,SAMN21359823
,SAMN21359822
,SAMN21359821
,SAMN21359820
,SAMN21359819
,SAMN21359818
,SAMN21359817
,SAMN21359816
,SAMN21359815
,SAMN21359680
,SAMN21359814
,SAMN21359813
,SAMN21359812
,SAMN21359811
,SAMN21359810
,SAMN21359809
,SAMN21359808
,SAMN21359807
,SAMN21359806
,SAMN21359805
,SAMN21359679
,SAMN21359804
,SAMN21359803
,SAMN21359802
,SAMN21359801
,SAMN21359800
,SAMN21359799
,SAMN21359798
,SAMN21359797
,SAMN21359796
,SAMN21359795
,SAMN21359678
,SAMN21359794
,SAMN21359793
,SAMN21359792
,SAMN21359791
,SAMN21359790
,SAMN21359789
,SAMN21359788
,SAMN21359787
,SAMN21359786
,SAMN21359785
,SAMN21359677
,SAMN21359784
,SAMN21359783
,SAMN21359782
,SAMN21359781
,SAMN21359780
,SAMN21359779
,SAMN21359778
,SAMN21359777
,SAMN21359776
,SAMN21359775
,SAMN21359774
,SAMN21359773
,SAMN21359772
,SAMN21359771
,SAMN21359770
,SAMN21359769
,SAMN21359768
,SAMN21359767
,SAMN21359766
,SAMN21359765
con,SAMN18877651
,SAMN18877650
,SAMN18877650
con,SAMN18877643
,SAMN18877650
,SAMN18877650
con,SAMN18877649
con,SAMN18877649
con,SAMN18877649
con,SAMN18877649
,SAMN18877648
,SAMN18877648
,SAMN18877648
,SAMN18877648
con,SAMN18877643
con,SAMN18877647
con,SAMN18877647
con,SAMN18877647
con,SAMN18877647
,SAMN18877646
,SAMN18877646
,SAMN18877646
,SAMN18877646
con,SAMN18877645
,SAMN18877666
,SAMN18877666
,SAMN18877666
,SAMN18877666
con,SAMN18877665
con,SAMN18877665
con,SAMN18877645
con,SAMN18877665
con,SAMN18877665
,SAMN18877664
,SAMN18877664
,SAMN18877664
,SAMN18877664
con,SAMN18877663
con,SAMN18877663
con,SAMN18877663
con,SAMN18877663
con,SAMN18877645
,SAMN18877662
,SAMN18877662
,SAMN18877662
,SAMN18877662
con,SAMN18877661
con,SAMN18877661
con,SAMN18877661
con,SAMN18877661
,SAMN18877660
,SAMN18877660
,SAMN18877644
,SAMN18877660
,SAMN18877660
con,SAMN18877659
con,SAMN18877659
con,SAMN18877659
con,SAMN18877659
,SAMN18877658
,SAMN18877658
,SAMN18877658
,SAMN18877658
,SAMN18877644
con,SAMN18877657
con,SAMN18877657
con,SAMN18877657
con,SAMN18877657
,SAMN18877656
,SAMN18877656
,SAMN18877656
,SAMN18877656
con,SAMN18877655
con,SAMN18877655
,SAMN18877644
con,SAMN18877655
con,SAMN18877655
,SAMN18877654
,SAMN18877654
,SAMN18877654
,SAMN18877654
con,SAMN18877653
con,SAMN18877653
con,SAMN18877653
con,SAMN18877653
,SAMN18877644
,SAMN18877652
,SAMN18877652
,SAMN18877652
,SAMN18877652
con,SAMN18877651
con,SAMN18877651
con,SAMN18877651
con,SAMN18877645
con,SAMN18877643
con,SAMN18877643
,SAMN18795908
,SAMN18795907
,SAMN18795906
,SAMN18795904
,SAMN18795903
,SAMN18795876
,SAMN18795875
,SAMN18795874
,SAMN18795873
,SAMN18795872
,SAMN18795871
,SAMN18795870
,SAMN18795869
,SAMN18795868
,SAMN18795867
,SAMN18795866
,SAMN18795865
,SAMN18795864
,SAMN18795922
,SAMN18795921
,SAMN18795920
,SAMN18795919
,SAMN18795918
,SAMN18795917
,SAMN18795916
,SAMN18795915
,SAMN18795914
,SAMN18795913
,SAMN18795912
,SAMN18795911
,SAMN18795910
,SAMN18795909
,SAMN18795863
,SAMN18795862
,SAMN18795861
,SAMN18795860
,SAMN21545858
,SAMN21545857
,SAMN21545856
,SAMN21545855
,SAMN21545854
,SAMN21555985
,SAMN21555985
,SAMN21555985
,SAMN21555984
,SAMN21555984
,SAMN21555984
,SAMN18825607
,SAMN18825608
,SAMN18825610
,SAMN18825612
,SAMN18825613
,SAMN18825614
,SAMN18825616
,SAMN18825625
,SAMN18825626
,SAMN16674321
,SAMN16674320
,SAMN16674284
,SAMN16674319
,SAMN16674318
,SAMN16674317
,SAMN16674283
,SAMN16674309
,SAMN16674308
,SAMN16674307
,SAMN16674306
,SAMN16674305
,SAMN16674304
,SAMN16674303
,SAMN16674302
,SAMN16674301
,SAMN16674290
,SAMN16674281
,SAMN16674280
con,SAMD00183603
con,SAMD00183604
con,SAMD00183605
,SAMD00183606
,SAMD00183607
,SAMD00183608
,SAMD00183609
,SAMD00183610
,SAMD00183611
,SAMN18588788
,SAMN18588787
,SAMN18588817
,SAMN18588816
,SAMN18588815
,SAMN18588811
,SAMN18588810
,SAMN18588809
,SAMN18588808
,SAMN18588814
,SAMN18588813
,SAMN18588812
,SAMN22481313
,SAMN22481314
,SAMN22481315
,SAMN22481316
,SAMN22481317
,SAMN22481318
,SAMN22481319
,SAMN22481320
,SAMN22481321
con,SAMN22481322
con,SAMN22481323
con,SAMN22481324
,SAMN16805673
,SAMN16805673
,SAMN20964345
,SAMN20964344
,SAMN20964343
,SAMN20964342
,SAMN20964341
,SAMN20964340
,SAMN20964339
,SAMN20964338
,SAMN18524023
,SAMN18524032
,SAMN18524031
,SAMN18524022
,SAMN18524021
,SAMN18524030
,SAMN18524029
,SAMN18524028
,SAMN18524027
,SAMN18524026
,SAMN18524025
,SAMN18524024
,SAMN16805673
,SAMN16805673
,SAMN16805673
,SAMN16805673
,SAMN16805673
,SAMN16805673
,SAMN16805673
,SAMN16805673
stress,SAMN21380009
stress,SAMN21380009
stress,SAMN21380009
stress,SAMN21380009
stress,SAMN21380009
stress,SAMN21380009
,SAMN21359670
,SAMN21359669
,SAMN21359668
,SAMN21359667
,SAMN16786537
,SAMN16786536
,SAMN16782946
,SAMN16784670
,SAMN16785329
,SAMN16785328
,SAMN21359753
,SAMN21359752
,SAMN21359751
,SAMN21359764
,SAMN21359763
,SAMN21359762
,SAMN21359761
,SAMN21359760
,SAMN21359759
,SAMN21359758
,SAMN21359757
,SAMN21359756
,SAMN21359755
,SAMN21359674
,SAMN21359754
,SAMN21359732
,SAMN21359731
,SAMN21359750
,SAMN21359749
,SAMN21359748
,SAMN21359747
,SAMN21359746
,SAMN21359745
,SAMN21359673
,SAMN21359744
,SAMN21359743
,SAMN21359742
,SAMN21359741
,SAMN21359740
,SAMN21359739
,SAMN21359738
,SAMN21359737
,SAMN21359736
,SAMN21359735
,SAMN21359672
,SAMN21359734
,SAMN21359733
,SAMN21359711
,SAMN21359710
,SAMN21359709
,SAMN21359730
,SAMN21359729
,SAMN21359727
,SAMN21359726
,SAMN21359725
,SAMN21359671
,SAMN21359724
,SAMN21359723
,SAMN21359722
,SAMN21359721
,SAMN21359720
,SAMN21359719
,SAMN21359718
,SAMN21359717
,SAMN21359716
,SAMN21359715
,SAMN21359670
,SAMN21359714
,SAMN21359713
,SAMN21359712
,SAMN21359691
,SAMN21359690
,SAMN21359689
,SAMN21359728
,SAMN21359708
,SAMN21359707
,SAMN21359706
,SAMN21359705
,SAMN21359669
,SAMN21359704
,SAMN21359703
,SAMN21359702
,SAMN21359701
,SAMN21359700
,SAMN21359699
,SAMN21359698
,SAMN21359697
,SAMN21359696
,SAMN21359695
,SAMN21359668
,SAMN21359694
,SAMN21359693
,SAMN21359692
,SAMN21359685
,SAMN21359667
,SAMN21359864
,SAMN21359688
,SAMN21359687
,SAMN21359880
,SAMN21359879
,SAMN21359878
,SAMN21359877
,SAMN21359876
,SAMN21359875
,SAMN21359686
,SAMN21359874
,SAMN21359873
,SAMN21359872
,SAMN21359871
,SAMN21359870
,SAMN21359869
,SAMN21359868
,SAMN21359867
,SAMN21359866
,SAMN21359865
,SAMN21359845
,SAMN21359683
,SAMN21359844
,SAMN21359863
,SAMN21359862
,SAMN21359861
,SAMN21359860
,SAMN21359859
,SAMN21359858
,SAMN21359857
,SAMN21359856
,SAMN21359855
,SAMN21359684
,SAMN21359854
,SAMN21359853
,SAMN21359852
,SAMN21359851
,SAMN21359850
,SAMN21359849
,SAMN21359848
,SAMN21359847
,SAMN21359846
,SAMN21359825
,SAMN21359681
,SAMN21359824
,SAMN21359843
,SAMN21359842
,SAMN21359841
,SAMN21359840
,SAMN21359839
,SAMN21359838
,SAMN21359837
,SAMN21359836
,SAMN21359835
,SAMN21359682
,SAMN21359834
,SAMN21359833
,SAMN21359832
,SAMN21359831
,SAMN21359830
,SAMN21359829
,SAMN21359828
,SAMN21359827
,SAMN21359826
,SAMN21359679
,SAMN21359804
,SAMN21359823
,SAMN21359822
,SAMN21359821
,SAMN21359820
,SAMN21359819
,SAMN21359818
,SAMN21359817
,SAMN21359816
,SAMN21359815
,SAMN21359680
,SAMN21359814
,SAMN21359813
,SAMN21359812
,SAMN21359811
,SAMN21359810
,SAMN21359809
,SAMN21359808
,SAMN21359807
,SAMN21359806
,SAMN21359805
,SAMN21359803
,SAMN21359802
,SAMN21359801
,SAMN21359800
,SAMN21359799
,SAMN21359798
,SAMN21359797
,SAMN21359796
,SAMN21359795
,SAMN21359676
,SAMN21359775
,SAMN21359776
,SAMN21359777
,SAMN21359778
,SAMN21359779
,SAMN21359780
,SAMN21359678
,SAMN21359794
,SAMN21359793
,SAMN21359792
,SAMN21359791
,SAMN21359790
,SAMN21359789
,SAMN21359788
,SAMN21359787
,SAMN21359766
,SAMN21359767
,SAMN21359768
,SAMN21359769
,SAMN21359770
,SAMN21359771
,SAMN21359772
,SAMN21359773
,SAMN21359774
,SAMN21359781
,SAMN21359782
,SAMN21359783
,SAMN21359784
,SAMN21359677
,SAMN21359785
,SAMN21359786
,SAMN21359675
,SAMN21359765
,SAMN21359666
,SAMN21359665
,SAMN17050119
,SAMN17050118
,SAMN17050117
,SAMN17050113
,SAMN17050112
,SAMN17050111
,SAMN16784670
,SAMN16782946
,SAMN16825488
,SAMN16825487
,SAMN16826271
,SAMN16826270
,SAMN16826269
,SAMN16826267
,SAMN16826266
,SAMN16826263
,SAMN16826262
,SAMN16826251
,SAMN16826277
,SAMN16826276
,SAMN16826274
,SAMN16826273
,SAMN20841305
,SAMN20841304
,SAMN20841303
,SAMN20841302
,SAMN22591248
,SAMN22593243
,SAMN20965968
,SAMN20965967
,SAMN20970035
,SAMN20970034
,SAMN20970033
,SAMN20970032
,SAMN20970031
,SAMN20970030
,SAMN20970029
,SAMN20970028
,SAMN20971787
,SAMN20971788
,SAMN20971789
,SAMN20971790
,SAMN20971791
,SAMN20971792
,SAMN20971793
,SAMN20971794
,SAMN20971795
,SAMN20971796
,SAMN20971797
,SAMN20972142
,SAMN22583752
,SAMN16674289
,SAMN16674288
,SAMN16674287
,SAMN16674286
,SAMN16674285
,SAMN16674316
,SAMN16674315
,SAMN16674314
,SAMN16674313
,SAMN16674312
,SAMN16674311
,SAMN16674310
,SAMN16674300
,SAMN16674282
,SAMN16674299
,SAMN16674298
,SAMN16674297
,SAMN16674296
,SAMN16674295
,SAMN16674294
,SAMN16674293
,SAMN16674292
,SAMN16674291
,SAMN21014840
,SAMN21014840
,SAMN21014840
,SAMN21014840
,SAMN21014840
,SAMN21014840
stress,SAMN14474689
con,SAMN14474688
stress,SAMN14474687
stress,SAMN14474686
stress,SAMN14474685
con,SAMN14474684
stress,SAMN14474683
stress,SAMN14474682
stress,SAMN14474695
stress,SAMN14474694
stress,SAMN14474693
con,SAMN14474692
stress,SAMN14474691
stress,SAMN14474690
con,SAMN14474681
stress,SAMN14474680
,SAMN14483489
,SAMN14483489
,SAMN14483489
,SAMN14483489
,SAMN20224499
,SAMN20224498
,SAMN20224497
,SAMN20224496
,SAMN20224495
,SAMN20224494
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN14379813
,SAMN09489362
con,SAMN09489361
,SAMN09489360
con,SAMN09489359
,SAMN09489358
con,SAMN09489357
,SAMN09489356
con,SAMN09489355
,SAMN09489368
con,SAMN09489365
,SAMN09489364
con,SAMN09489363
,SAMN09489354
con,SAMN09489353
,SAMN18355927
,SAMN18355927
,SAMN18355927
,SAMN18355927
,SAMN18355927
,SAMN18355927
,SAMN18355927
,SAMN18355927
,SAMN18355927
,SAMN20371398
,SAMN20371397
,SAMN20371396
,SAMN20371395
,SAMN20165278
,SAMN20165277
,SAMN20165276
,SAMN26810709
,SAMN26810708
,SAMN26810707
,SAMN26810706
,SAMN26810705
,SAMN26810704
,SAMN26810703
,SAMN26810702
,SAMN26810711
,SAMN26810710
,SAMN26810701
,SAMN26810700
,SAMN30428958
,SAMN30428957
,SAMN30428956
,SAMN30428955
,SAMN30428954
,SAMN30428953
,SAMN26421004
,SAMN26421003
,SAMN26421002
,SAMN26421001
,SAMN26421000
,SAMN26420999
,SAMN26420998
,SAMN26420997
,SAMN26421006
,SAMN26421005
,SAMN26420996
,SAMN26420995
,SAMN28000082
,SAMN28000081
,SAMN28000080
,SAMN28000079
,SAMN28000078
,SAMN28000077
,SAMN28000076
,SAMN28000075
,SAMN28000084
,SAMN28000083
,SAMN28000074
,SAMN28000073
con,SAMN30344322
,SAMN30344321
con,SAMN30344320
,SAMN30344319
con,SAMN30470210
con,SAMN30470209
con,SAMN30470204
con,SAMN30470212
con,SAMN30470203
con,SAMN30470202
con,SAMN30470211
con,SAMN30470208
con,SAMN30470207
con,SAMN30470206
con,SAMN30470205
con,SAMN30470213
,SAMN24505281
,SAMN24505282
,SAMN24505283
,SAMN24505284
,SAMN24505285
,SAMN24505286
,SAMN24505287
,SAMN24505288
,SAMN24505289
,SAMN24505290
,SAMN24505291
,SAMN24505292
,SAMN24451513
,SAMN24451512
,SAMN24451511
,SAMN24451510
,SAMN24451509
,SAMN24451508
,SAMN26879706
,SAMN26879705
,SAMN26879704
,SAMN26879703
,SAMN26879702
,SAMN26879701
,SAMN26884097
,SAMN26884134
,SAMN29153372
,SAMN29153370
,SAMN29153369
,SAMN29153368
,SAMN29153371
,SAMN29153367
con,SAMN29153366
con,SAMN29153365
con,SAMN29153364
,SAMN24923232
,SAMN24923231
,SAMN24923230
,SAMN24923229
,SAMN24923228
,SAMN24923227
,SAMN24923226
,SAMN24923225
,SAMN24923240
,SAMN24923239
,SAMN24923238
,SAMN24923237
,SAMN24923236
,SAMN24923235
,SAMN24923240
,SAMN24923239
,SAMN24923224
,SAMN24923223
,SAMN30427432
,SAMN30427431
,SAMN30427430
,SAMN30427429
,SAMN30427428
,SAMN30427427
,SAMN30310290
,SAMN30310289
,SAMN30310288
,SAMN30310287
,SAMN30310286
,SAMN30310285
,SAMN30310284
,SAMN30310283
,SAMN30310297
,SAMN30310296
,SAMN30310295
,SAMN30310294
,SAMN30310293
,SAMN30310292
,SAMN30310291
,SAMN30310282
,SAMN30310281
,SAMN26884122
,SAMN26883195
,SAMN28898370
,SAMN28898369
,SAMN28898368
,SAMN28898367
,SAMN28898366
,SAMN28898365
,SAMN28898364
,SAMN28898363
,SAMN28898372
,SAMN28898371
,SAMN28898362
,SAMN28898361
,SAMN30758611
,SAMN30758610
,SAMN30758609
,SAMN30758623
,SAMN30758623
,SAMN30758623
,SAMN30758622
,SAMN30758621
,SAMN30758620
,SAMN30758620
,SAMN30758620
,SAMN30758619
,SAMN30758619
,SAMN30758618
,SAMN30758618
,SAMN30758609
,SAMN30758617
,SAMN30758617
,SAMN30758616
,SAMN30758615
,SAMN30758615
,SAMN30758614
,SAMN30758608
,SAMN30758614
,SAMN30758613
,SAMN30758613
,SAMN30758612
,SAMN30758612
,SAMN30758612
,SAMN30758611
,SAMN30758611
,SAMN30758608
,SAMN26884124
,SAMN26884131
,SAMN26884133
,SAMN30722360
,SAMN30722359
,SAMN30722358
,SAMN30722357
,SAMN30722356
,SAMN30722355
,SAMN30722354
,SAMN30722353
,SAMN30722362
,SAMN30722361
,SAMN30722352
,SAMN30722351
,SAMN30722372
,SAMN30722371
,SAMN30722370
,SAMN30722369
,SAMN30722368
,SAMN30722367
,SAMN30722366
,SAMN30722365
,SAMN30722374
,SAMN30722373
,SAMN30722364
,SAMN30722363
,SAMN24974166
,SAMN24974165
,SAMN24974164
,SAMN24974163
,SAMN24974162
,SAMN24974161
,SAMN24974160
,SAMN24974159
,SAMN24974168
,SAMN24974167
,SAMN24974158
,SAMN24974157
,SAMN30727772
,SAMN30727771
,SAMN30727770
,SAMN30727781
,SAMN30727782
,SAMN30727780
,SAMN30727779
,SAMN30727778
,SAMN30727769
,SAMN30727777
,SAMN30727776
,SAMN30727775
,SAMN30727774
,SAMN30727773
,SAMN30727768
,SAMN26884123
,SAMN30758610
,SAMN30758610
,SAMN30758622
,SAMN30758622
,SAMN30758621
,SAMN30758609
,SAMN30758621
,SAMN30758619
,SAMN30758618
,SAMN30758617
,SAMN30758616
,SAMN30758616
,SAMN30758615
,SAMN30758614
,SAMN30758608
,SAMN30828424
,SAMN30828424
,SAMN30828424
,SAMN30837239
,SAMN30837239
,SAMN30837239
,SAMN30838148
,SAMN30838148
,SAMN30838148
,SAMN31170771
,SAMN31170770
,SAMN31170769
,SAMN31170768
,SAMN31170767
,SAMN31170766
con,SAMN32637992
con,SAMN32637992
stress,SAMN32637992
con,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
con,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
stress,SAMN32637992
