biosample,estres,tejido
SAMN12868626,,root
SAMN12868627,,root
SAMN12868628,,root
SAMN12868629,,root
SAMN12868630,,root
SAMN12868631,,root
SAMN12868632,,root
SAMN12868633,,root
SAMN12868634,,root
SAMN12868635,,root
SAMN12868636,,root
SAMN12868637,,root
SAMN12868638,,root
SAMN12868639,,root
SAMN12868640,,root
SAMN12868641,,root
SAMN12868642,,root
SAMN12868643,,root
SAMN12868644,,root
SAMN12868645,,root
SAMN12868646,,root
SAMN12868647,,root
SAMN12868648,,root
SAMN12868649,,root
SAMN12868650,,root
SAMN12868651,,root
SAMN12868652,,root
SAMN12868653,,root
SAMN12868654,,root
SAMN12868655,,root
SAMN12868656,,root
SAMN12868657,,root
SAMN12868658,,root
SAMN12868659,,root
SAMN12868660,,root
SAMN12868661,,root
SAMN12868662,,root
SAMN12868663,,root
SAMN12868664,,root
SAMN12868665,,root
SAMN12868666,,root
SAMN12868667,,root
SAMN12868668,,root
SAMN12868669,,root
SAMN12868670,,root
SAMN12868671,,root
SAMN12868672,,root
SAMN12868673,,root
SAMN12989337,,leave
SAMN12989338,,leave
SAMN12989339,,leave
SAMN12989340,,leave
SAMN12989341,,leave
SAMN12989342,,leave
SAMN12989343,,leave
SAMN12989344,,leave
SAMN12989345,,leave
SAMN13104239,,leaf
SAMN13104240,,leaf
SAMN13104241,,leaf
SAMN13104242,control,leaf
SAMN13104243,control,leaf
SAMN13104244,control,leaf
SAMN13104258,,leaf
SAMN13104259,,leaf
SAMN13104260,,leaf
SAMN13107028,,root
SAMN13107039,,root
SAMN13107048,,root
SAMN13107049,,root
SAMN13107050,,root
SAMN13107051,,root
SAMN13107052,,root
SAMN13107053,,root
SAMN13107054,,root
SAMN13107057,,root
SAMN13107059,,root
SAMN13107060,,root
SAMN13108101,,leaf
SAMN13112829,,leaf
SAMN13175301,,root
SAMN13175302,,root
SAMN13379533,inoculated,leaf
SAMN13386931,control,root
SAMN13386932,control,root
SAMN13386933,control,root
SAMN13386934,stress,root
SAMN13386935,stress,root
SAMN13386936,stress,root
SAMN13386937,control,root
SAMN13386938,control,root
SAMN13386939,control,root
SAMN13386940,stress,root
SAMN13386941,stress,root
SAMN13386942,stress,root
SAMN13520059,infest,
SAMN13520060,infest,
SAMN13520061,infest,
SAMN13520062,infest,
SAMN13520063,infest,
SAMN13520064,infest,
SAMN13520065,infest,
SAMN13520066,infest,
SAMN13520067,infest,
SAMN13520068,infest,
SAMN13520069,infest,
SAMN13520070,infest,
SAMN13520071,infest,
SAMN13520072,infest,
SAMN13520073,infest,
SAMN13520074,infest,
SAMN13520075,infest,
SAMN13520076,infest,
SAMN13520077,infest,
SAMN13520078,infest,
SAMN13520079,infest,
SAMN13520080,infest,
SAMN13520081,infest,
SAMN13520082,infest,
SAMN13520093,infest,
SAMN13520094,infest,
SAMN13520095,infest,
SAMN13520096,infest,
SAMN13520097,infest,
SAMN13520098,infest,
SAMN13520099,infest,
SAMN13520100,infest,
SAMN13520101,infest,
SAMN13520102,infest,
SAMN13520103,infest,
SAMN13520104,infest,
SAMN13520105,infest,
SAMN13520106,infest,
SAMN13520107,infest,
SAMN13520108,infest,
SAMN13520109,infest,
SAMN13520110,infest,
SAMN13520111,infest,
SAMN13520112,infest,
SAMN13520113,infest,
SAMN13520114,infest,
SAMN13520115,infest,
SAMN13520116,infest,
SAMN13520117,infest,
SAMN13520118,infest,
SAMN13520119,infest,
SAMN13520120,infest,
SAMN13520121,infest,
SAMN13520122,infest,
SAMN13611594,,leaf
SAMN13743065,,root
SAMN13743066,,root
SAMN13743067,,root
SAMN13743068,,root
SAMN13743069,,root
SAMN13743070,,root
SAMN13743071,,root
SAMN13743072,,root
SAMN13743073,,root
SAMN13746565,,ovary
SAMN13746623,,ovary
SAMN13746624,,ovary
SAMN13746625,,ovary
SAMN13746644,,ovary
SAMN13746645,,ovary
SAMN13746657,,leaf
SAMN13746660,,leaf
SAMN13746661,,leaf
SAMN13746669,,ovary
SAMN13746670,,ovary
SAMN13746671,,ovary
SAMN13977585,,root
SAMN14069575,,leaf
SAMN14069576,,leaf
SAMN14069577,,leaf
SAMN14069578,,leaf
SAMN14069579,,leaf
SAMN14069580,,leaf
SAMN14070094,,root
SAMN14070095,,root
SAMN14070096,,root
SAMN14070097,,root
SAMN14070098,,root
SAMN14070099,,root
SAMN14360503,,leaf
SAMN14360504,,leaf
SAMN14360505,,leaf
SAMN14360506,,leaf
SAMN14360507,,leaf
SAMN14360508,,leaf
SAMN14360509,,leaf
SAMN14360510,,leaf
SAMN14379813,,hypocotyl
SAMN14409612,,leave
SAMN14409613,,leave
SAMN14409614,,leave
SAMN14409615,,root
SAMN14409616,,root
SAMN14409617,,root
SAMN14409618,,leave
SAMN14409619,,leave
SAMN14409620,,leave
SAMN14409621,,root
SAMN14409622,,root
SAMN14409623,,root
SAMN14474680,drought,leaf
SAMN14474681,drought,leaf
SAMN14474682,drought,leaf
SAMN14474683,drought,leaf
SAMN14474684,drought,root
SAMN14474685,drought,root
SAMN14474686,drought,root
SAMN14474687,drought,root
SAMN14474688,,leaf
SAMN14474689,,leaf
SAMN14474690,,leaf
SAMN14474691,,leaf
SAMN14474692,,root
SAMN14474693,,root
SAMN14474694,,root
SAMN14474695,,root
SAMN14483489,,leaf
SAMN14574487,,root
SAMN14574488,,root
SAMN14574489,,root
SAMN14574490,,root
SAMN14574491,,root
SAMN14574492,,root
SAMN14574493,,root
SAMN14574494,,root
SAMN14574495,,root
SAMN14574496,,root
SAMN14574497,,root
SAMN14574498,,root
SAMN14574499,,root
SAMN14574500,,root
SAMN14574501,,root
SAMN14574502,,root
SAMN14604351,control,leaf
SAMN14604352,control,leaf
SAMN14604353,control,leaf
SAMN14604354,,leaf
SAMN14604355,,leaf
SAMN14604356,,leaf
SAMN14604357,control,leaf
SAMN14604358,control,leaf
SAMN14604359,control,leaf
SAMN14604360,,leaf
SAMN14604361,,leaf
SAMN14604362,,leaf
SAMN14614943,control,leaf
SAMN14614944,control,leaf
SAMN14614945,control,leaf
SAMN14614946,control,stem
SAMN14614947,control,stem
SAMN14614948,control,stem
SAMN14614949,,leaf
SAMN14614950,,leaf
SAMN14614951,,leaf
SAMN14614952,,shoot
SAMN14614953,,shoot
SAMN14614954,,shoot
SAMN14614955,,stem
SAMN14614956,,stem
SAMN14614957,,stem
SAMN14642771,control,root
SAMN14642772,control,root
SAMN14642773,control,root
SAMN14642774,inoculated,root
SAMN14642775,inoculated,root
SAMN14642776,inoculated,root
SAMN14642777,inoculated,
SAMN14642778,inoculated,
SAMN14642779,inoculated,
SAMN14752205,,leaf
SAMN14752206,,leaf
SAMN14752207,,leaf
SAMN14752208,,leaf
SAMN14752209,,leaf
SAMN14752210,,leaf
SAMN14752211,,leaf
SAMN14752212,,leaf
SAMN14752213,,leaf
SAMN14752214,,leaf
SAMN14752215,,leaf
SAMN14752216,,leaf
SAMN14752281,,leaf
SAMN14752282,,leaf
SAMN14752283,,leaf
SAMN14752284,,leaf
SAMN14752285,,leaf
SAMN14752286,,leaf
SAMN14752287,,leaf
SAMN14752288,,leaf
SAMN14752289,,leaf
SAMN14752290,,leaf
SAMN14752291,,leaf
SAMN14752292,,leaf
SAMN14766564,,leaf
SAMN14766565,,leaf
SAMN14766566,,leaf
SAMN14766567,,leaf
SAMN14786289,inoculated,root
SAMN14786290,inoculated,root
SAMN14786291,inoculated,
SAMN14786292,inoculated,
SAMN14786293,inoculated,root
SAMN14786294,inoculated,root
SAMN14858276,,leaf
SAMN14858277,,leaf
SAMN14858280,,ovary
SAMN14858282,,root
SAMN14858284,,pod
SAMN14858285,,pod
SAMN14858286,,pod
SAMN14858287,,seed
SAMN14858288,,seed
SAMN14858289,,seed
SAMN14858290,,leaf
SAMN14918701,control,leave
SAMN14918702,control,leave
SAMN14918703,stress,leave
SAMN14918704,stress,leave
SAMN14918705,stress,leave
SAMN14918706,stress,leave
SAMN14981344,,seed
SAMN15041178,,leaf
SAMN15041179,,leaf
SAMN15041180,,leaf
SAMN15041181,,leaf
SAMN15041182,,leaf
SAMN15041183,,leaf
SAMN15041184,,leaf
SAMN15041185,,leaf
SAMN15041186,,leaf
SAMN15041187,,leaf
SAMN15041188,,leaf
SAMN15041189,,leaf
SAMN15041190,,leaf
SAMN15041191,,leaf
SAMN15041192,,leaf
SAMN15041193,,leaf
SAMN15041194,,leaf
SAMN15041195,,leaf
SAMN15041196,,leaf
SAMN15041197,,leaf
SAMN15041198,,leaf
SAMN15041199,,leaf
SAMN15041200,,leaf
SAMN15041201,,leaf
SAMN15041202,,leaf
SAMN15041203,,leaf
SAMN15041204,,leaf
SAMN15041205,,leaf
SAMN15041206,,leaf
SAMN15041207,,leaf
SAMN15041208,,leaf
SAMN15041209,,leaf
SAMN15041637,,leaf
SAMN15041638,,leaf
SAMN15041639,,leaf
SAMN15041640,,leaf
SAMN15041641,control,leaf
SAMN15041642,control,leaf
SAMN15041789,,leaf
SAMN15041790,,leaf
SAMN15041791,,leaf
SAMN15041792,,stem
SAMN15041793,,stem
SAMN15041794,,stem
SAMN15097860,,leaf
SAMN15097863,,leaf
SAMN15097864,,leaf
SAMN15097865,,leaf
SAMN15097866,,leaf
SAMN15097870,,leaf
SAMN15097871,,leaf
SAMN15097873,,leaf
SAMN15097874,,leaf
SAMN15097875,,leaf
SAMN15097876,,leaf
SAMN15097877,,leaf
SAMN15142307,,leaf
SAMN15142308,,leaf
SAMN15142309,,leaf
SAMN15142310,,leaf
SAMN15142311,,leaf
SAMN15142312,,leaf
SAMN15350929,control,root
SAMN15350930,control,root
SAMN15350931,control,root
SAMN15350932,control,root
SAMN15350933,control,root
SAMN15350934,control,root
SAMN15350935,,root
SAMN15350936,,root
SAMN15350937,,root
SAMN15350938,drought,root
SAMN15350939,drought,root
SAMN15350940,drought,root
SAMN15455598,,seed
SAMN15455599,,seed
SAMN15455600,,seed
SAMN15455601,,leaf
SAMN15455602,,leaf
SAMN15455603,,leaf
SAMN15455604,,seed
SAMN15455605,,seed
SAMN15455606,,seed
SAMN15455607,,leaf
SAMN15455608,,leaf
SAMN15455609,,leaf
SAMN15456420,control,seed
SAMN15456421,control,seed
SAMN15456422,control,seed
SAMN15456423,control,seed
SAMN15456424,control,seed
SAMN15456425,control,seed
SAMN15456426,drought,seed
SAMN15456427,drought,seed
SAMN15456428,drought,seed
SAMN15456429,drought,seed
SAMN15456430,drought,seed
SAMN15456431,drought,seed
SAMN15464731,stress,leave
SAMN15464732,stress,leave
SAMN15464733,stress,leave
SAMN15464734,heat,leave
SAMN15464735,heat,leave
SAMN15464736,heat,leave
SAMN15464737,deficit,leave
SAMN15464738,deficit,leave
SAMN15464739,deficit,leave
SAMN15464740,control,leave
SAMN15464741,control,leave
SAMN15464742,control,leave
SAMN15581362,,seed
SAMN15647383,,root
SAMN15647386,,shoot
SAMN15647388,,shoot
SAMN15647389,,root
SAMN15648038,,seed
SAMN15648039,,seed
SAMN15648040,,seed
SAMN15648041,,seed
SAMN15648042,,seed
SAMN15648043,,seed
SAMN15648044,,seed
SAMN15648045,,seed
SAMN15648046,,seed
SAMN15648047,,seed
SAMN15648048,,seed
SAMN15648049,,seed
SAMN15648050,,seed
SAMN15648051,,seed
SAMN15648052,,seed
SAMN15648053,,seed
SAMN15648054,,seed
SAMN15648055,,seed
SAMN15648056,,seed
SAMN15648057,,seed
SAMN15648058,,seed
SAMN15648059,,seed
SAMN15648060,,seed
SAMN15648061,,seed
SAMN15648062,,seed
SAMN15648063,,seed
SAMN15648064,,seed
SAMN15648065,,seed
SAMN15648066,,seed
SAMN15648067,,seed
SAMN15648068,,seed
SAMN15648069,,seed
SAMN15648070,,seed
SAMN15648071,,seed
SAMN15648072,,seed
SAMN15648073,,seed
SAMN15648074,,seed
SAMN15648075,,seed
SAMN15648076,,seed
SAMN15648077,,seed
SAMN15648078,,seed
SAMN15648079,,seed
SAMN15648080,,seed
SAMN15648081,,seed
SAMN15648082,,seed
SAMN15648083,,seed
SAMN15648084,,seed
SAMN15648085,,seed
SAMN15648086,,seed
SAMN15648087,,seed
SAMN15648088,,seed
SAMN15648089,,seed
SAMN15648090,,seed
SAMN15648091,,seed
SAMN15648092,,seed
SAMN15648093,,seed
SAMN15648094,,seed
SAMN15648095,,seed
SAMN15648096,,seed
SAMN15648097,,seed
SAMN15648098,,seed
SAMN15648099,,seed
SAMN15648100,,seed
SAMN15648101,,seed
SAMN15648102,,seed
SAMN15648103,,seed
SAMN15648104,,seed
SAMN15648105,,seed
SAMN15648106,,seed
SAMN15648107,,seed
SAMN15648108,,seed
SAMN15648109,,seed
SAMN15648110,,seed
SAMN15648111,,seed
SAMN15648112,,seed
SAMN15648113,,seed
SAMN15648114,,seed
SAMN15648115,,seed
SAMN15648116,,seed
SAMN15648117,,seed
SAMN15648118,,seed
SAMN15648119,,seed
SAMN15648120,,seed
SAMN15648121,,seed
SAMN15648122,,seed
SAMN15648123,,seed
SAMN15648124,,seed
SAMN15648125,,seed
SAMN15648126,,seed
SAMN15648127,,seed
SAMN15648128,,seed
SAMN15648129,,seed
SAMN15648130,,seed
SAMN15648131,,seed
SAMN15648132,,seed
SAMN15648133,,seed
SAMN15648134,,seed
SAMN15648135,,seed
SAMN15648136,,seed
SAMN15648137,,seed
SAMN15648138,,seed
SAMN15648139,,seed
SAMN15648140,,seed
SAMN15648141,,seed
SAMN15648142,,seed
SAMN15648143,,seed
SAMN15648144,,seed
SAMN15648145,,seed
SAMN15648146,,seed
SAMN15648147,,seed
SAMN15648148,,seed
SAMN15648149,,seed
SAMN15648150,,seed
SAMN15648151,,seed
SAMN15648152,,seed
SAMN15648153,,seed
SAMN15648154,,seed
SAMN15648155,,seed
SAMN15648156,,seed
SAMN15648157,,seed
SAMN15648158,,seed
SAMN15648159,,seed
SAMN15648160,,seed
SAMN15648161,,seed
SAMN15648162,,seed
SAMN15648163,,seed
SAMN15648164,,seed
SAMN15648165,,seed
SAMN15648166,,seed
SAMN15648167,,seed
SAMN15648168,,seed
SAMN15648169,,seed
SAMN15648170,,seed
SAMN15648171,,seed
SAMN15648172,,seed
SAMN15648173,,seed
SAMN15648174,,seed
SAMN15648175,,seed
SAMN15648176,,seed
SAMN15648177,,seed
SAMN15648178,,seed
SAMN15648179,,seed
SAMN15648180,,seed
SAMN15648181,,seed
SAMN15648182,,seed
SAMN15648183,,seed
SAMN15648184,,seed
SAMN15648185,,seed
SAMN15648186,,seed
SAMN15648187,,seed
SAMN15648188,,seed
SAMN15648189,,seed
SAMN15648190,,seed
SAMN15648191,,seed
SAMN15648192,,seed
SAMN15648193,,seed
SAMN15648194,,seed
SAMN15648195,,seed
SAMN15648196,,seed
SAMN15648197,,seed
SAMN15648198,,seed
SAMN15648199,,seed
SAMN15648200,,seed
SAMN15648201,,seed
SAMN15648202,,seed
SAMN15648203,,seed
SAMN15648204,,seed
SAMN15648205,,seed
SAMN15648206,,seed
SAMN15648207,,seed
SAMN15648208,,seed
SAMN15648209,,seed
SAMN15648210,,seed
SAMN15648211,,seed
SAMN15648212,,seed
SAMN15648213,,seed
SAMN15648214,,seed
SAMN15648215,,seed
SAMN15648216,,seed
SAMN15648217,,seed
SAMN15648218,,seed
SAMN15648219,,seed
SAMN15648220,,seed
SAMN15648221,,seed
SAMN15648222,,seed
SAMN15648223,,seed
SAMN15648224,,seed
SAMN15648225,,seed
SAMN15648226,,seed
SAMN15648227,,seed
SAMN15648228,,seed
SAMN15648229,,seed
SAMN15648230,,seed
SAMN15648231,,seed
SAMN15648232,,seed
SAMN15648233,,seed
SAMN15648234,,seed
SAMN15648235,,seed
SAMN15648236,,seed
SAMN15648237,,seed
SAMN15648238,,seed
SAMN15648239,,seed
SAMN15648240,,seed
SAMN15648241,,seed
SAMN15648242,,seed
SAMN15648243,,seed
SAMN15648244,,seed
SAMN15648245,,seed
SAMN15648246,,seed
SAMN15648247,,seed
SAMN15648248,,seed
SAMN15648249,,seed
SAMN15648250,,seed
SAMN15648251,,seed
SAMN15648252,,seed
SAMN15648253,,seed
SAMN15648254,,seed
SAMN15648255,,seed
SAMN15648256,,seed
SAMN15648257,,seed
SAMN15648258,,seed
SAMN15648259,,seed
SAMN15648260,,seed
SAMN15648261,,seed
SAMN15648262,,seed
SAMN15648263,,seed
SAMN15648264,,seed
SAMN15648265,,seed
SAMN15648266,,seed
SAMN15648267,,seed
SAMN15648268,,seed
SAMN15648269,,seed
SAMN15648270,,seed
SAMN15648271,,seed
SAMN15648272,,seed
SAMN15648273,,seed
SAMN15648274,,seed
SAMN15648275,,seed
SAMN15648276,,seed
SAMN15648277,,seed
SAMN15648278,,seed
SAMN15648279,,seed
SAMN15648280,,seed
SAMN15648281,,seed
SAMN15648282,,seed
SAMN15648283,,seed
SAMN15648284,,seed
SAMN15648285,,seed
SAMN15648286,,seed
SAMN15648287,,seed
SAMN15648288,,seed
SAMN15648289,,seed
SAMN15648290,,seed
SAMN15648291,,seed
SAMN15648292,,seed
SAMN15648293,,seed
SAMN15648294,,seed
SAMN15648295,,seed
SAMN15648296,,seed
SAMN15648297,,seed
SAMN15648298,,seed
SAMN15648299,,seed
SAMN15648300,,seed
SAMN15648301,,seed
SAMN15648302,,seed
SAMN15648303,,seed
SAMN15648304,,seed
SAMN15648305,,seed
SAMN15648306,,seed
SAMN15648307,,seed
SAMN15648308,,seed
SAMN15648309,,seed
SAMN15648310,,seed
SAMN15648311,,seed
SAMN15648312,,seed
SAMN15648313,,seed
SAMN15648314,,seed
SAMN15648315,,seed
SAMN15648316,,seed
SAMN15648317,,seed
SAMN15648318,,seed
SAMN15648319,,seed
SAMN15648320,,seed
SAMN15648321,,seed
SAMN15648322,,seed
SAMN15648323,,seed
SAMN15648324,,seed
SAMN15648325,,seed
SAMN15648326,,seed
SAMN15648327,,seed
SAMN15648328,,seed
SAMN15648329,,seed
SAMN15648330,,seed
SAMN15648331,,seed
SAMN15648332,,seed
SAMN15648333,,seed
SAMN15648334,,seed
SAMN15648335,,seed
SAMN15648336,,seed
SAMN15648337,,seed
SAMN15648338,,seed
SAMN15648339,,seed
SAMN15648340,,seed
SAMN15648341,,seed
SAMN15648342,,seed
SAMN15648343,,seed
SAMN15648344,,seed
SAMN15648345,,seed
SAMN15648346,,seed
SAMN15648347,,seed
SAMN15648348,,seed
SAMN15648349,,seed
SAMN15648350,,seed
SAMN15648351,,seed
SAMN15648352,,seed
SAMN15648353,,seed
SAMN15648354,,seed
SAMN15648355,,seed
SAMN15648356,,seed
SAMN15648357,,seed
SAMN15648358,,seed
SAMN15648359,,seed
SAMN15648360,,seed
SAMN15648361,,seed
SAMN15648362,,seed
SAMN15648363,,seed
SAMN15648364,,seed
SAMN15648365,,seed
SAMN15648366,,seed
SAMN15648367,,seed
SAMN15648368,,seed
SAMN15648369,,seed
SAMN15648370,,seed
SAMN15648371,,seed
SAMN15648372,,seed
SAMN15648373,,seed
SAMN15648374,,seed
SAMN15648375,,seed
SAMN15648376,,seed
SAMN15648377,,seed
SAMN15648378,,seed
SAMN15648379,,seed
SAMN15648380,,seed
SAMN15648381,,seed
SAMN15648382,,seed
SAMN15648383,,seed
SAMN15648384,,seed
SAMN15648385,,seed
SAMN15648386,,seed
SAMN15648387,,seed
SAMN15648388,,seed
SAMN15648389,,seed
SAMN15648390,,seed
SAMN15648391,,seed
SAMN15648392,,seed
SAMN15648393,,seed
SAMN15648394,,seed
SAMN15648395,,seed
SAMN15648396,,seed
SAMN15648397,,seed
SAMN15648398,,seed
SAMN15648399,,seed
SAMN15648400,,seed
SAMN15648401,,seed
SAMN15648402,,seed
SAMN15648403,,seed
SAMN15648404,,seed
SAMN15648405,,seed
SAMN15648406,,seed
SAMN15648407,,seed
SAMN15648408,,seed
SAMN15648409,,seed
SAMN15648410,,seed
SAMN15648411,,seed
SAMN15648412,,seed
SAMN15648413,,seed
SAMN15648414,,seed
SAMN15648415,,seed
SAMN15648416,,seed
SAMN15648417,,seed
SAMN15648418,,seed
SAMN15648419,,seed
SAMN15648420,,seed
SAMN15648421,,seed
SAMN15648422,,seed
SAMN15648423,,seed
SAMN15648424,,seed
SAMN15648425,,seed
SAMN15648426,,seed
SAMN15648427,,seed
SAMN15648428,,seed
SAMN15648429,,seed
SAMN15648430,,seed
SAMN15648431,,seed
SAMN15648432,,seed
SAMN15648433,,seed
SAMN15648434,,seed
SAMN15648435,,seed
SAMN15648436,,seed
SAMN15648437,,seed
SAMN15648438,,seed
SAMN15648439,,seed
SAMN15648440,,seed
SAMN15648441,,seed
SAMN15648442,,seed
SAMN15648443,,seed
SAMN15648444,,seed
SAMN15648445,,seed
SAMN15648446,,seed
SAMN15648447,,seed
SAMN15648448,,seed
SAMN15648449,,seed
SAMN15648450,,seed
SAMN15648451,,seed
SAMN15648452,,seed
SAMN15648453,,seed
SAMN15648454,,seed
SAMN15648455,,seed
SAMN15648456,,seed
SAMN15648457,,seed
SAMN15648458,,seed
SAMN15648459,,seed
SAMN15648460,,seed
SAMN15648461,,seed
SAMN15648462,,seed
SAMN15648463,,seed
SAMN15648464,,seed
SAMN15648465,,seed
SAMN15648466,,seed
SAMN15648467,,seed
SAMN15648468,,seed
SAMN15648469,,seed
SAMN15648470,,seed
SAMN15648471,,seed
SAMN15648472,,seed
SAMN15648473,,seed
SAMN15648474,,seed
SAMN15648475,,seed
SAMN15648476,,seed
SAMN15648477,,seed
SAMN15648478,,seed
SAMN15648479,,seed
SAMN15648480,,seed
SAMN15648481,,seed
SAMN15648482,,seed
SAMN15648483,,seed
SAMN15648484,,seed
SAMN15648485,,seed
SAMN15648486,,seed
SAMN15648487,,seed
SAMN15648488,,seed
SAMN15648489,,seed
SAMN15648490,,seed
SAMN15648491,,seed
SAMN15648492,,seed
SAMN15648493,,seed
SAMN15648494,,seed
SAMN15648495,,seed
SAMN15648496,,seed
SAMN15648497,,seed
SAMN15648498,,seed
SAMN15648499,,seed
SAMN15648500,,seed
SAMN15648501,,seed
SAMN15648502,,seed
SAMN15648503,,seed
SAMN15648504,,seed
SAMN15648505,,seed
SAMN15648506,,seed
SAMN15648507,,seed
SAMN15648508,,seed
SAMN15648509,,seed
SAMN15648510,,seed
SAMN15648511,,seed
SAMN15648512,,seed
SAMN15648513,,seed
SAMN15648514,,seed
SAMN15648515,,seed
SAMN15648516,,seed
SAMN15648517,,seed
SAMN15648518,,seed
SAMN15648519,,seed
SAMN15648520,,seed
SAMN15648521,,seed
SAMN15648522,,seed
SAMN15648523,,seed
SAMN15648524,,seed
SAMN15648525,,seed
SAMN15648526,,seed
SAMN15648527,,seed
SAMN15648528,,seed
SAMN15648529,,seed
SAMN15648530,,seed
SAMN15648531,,seed
SAMN15648532,,seed
SAMN15648533,,seed
SAMN15648534,,seed
SAMN15648535,,seed
SAMN15648536,,seed
SAMN15648537,,seed
SAMN15648538,,seed
SAMN15648539,,seed
SAMN15648540,,seed
SAMN15648541,,seed
SAMN15648542,,seed
SAMN15648543,,seed
SAMN15648544,,seed
SAMN15648545,,seed
SAMN15648546,,seed
SAMN15648547,,seed
SAMN15648548,,seed
SAMN15648549,,seed
SAMN15648550,,seed
SAMN15648551,,seed
SAMN15648552,,seed
SAMN15648553,,seed
SAMN15648554,,seed
SAMN15648555,,seed
SAMN15648556,,seed
SAMN15648557,,seed
SAMN15648558,,seed
SAMN15648559,,seed
SAMN15648560,,seed
SAMN15648561,,seed
SAMN15648562,,seed
SAMN15648563,,seed
SAMN15648564,,seed
SAMN15648565,,seed
SAMN15648566,,seed
SAMN15648567,,seed
SAMN15648568,,seed
SAMN15648569,,seed
SAMN15648570,,seed
SAMN15648571,,seed
SAMN15648572,,seed
SAMN15648573,,seed
SAMN15648574,,seed
SAMN15648575,,seed
SAMN15648576,,seed
SAMN15648577,,seed
SAMN15648578,,seed
SAMN15648579,,seed
SAMN15648580,,seed
SAMN15648581,,seed
SAMN15648582,,seed
SAMN15648583,,seed
SAMN15648584,,seed
SAMN15648585,,seed
SAMN15648586,,seed
SAMN15648587,,seed
SAMN15648588,,seed
SAMN15648589,,seed
SAMN15648590,,seed
SAMN15648591,,seed
SAMN15648592,,seed
SAMN15648593,,seed
SAMN15648594,,seed
SAMN15648595,,seed
SAMN15648596,,seed
SAMN15648597,,seed
SAMN15648598,,seed
SAMN15648599,,seed
SAMN15648600,,seed
SAMN15648601,,seed
SAMN15648602,,seed
SAMN15648603,,seed
SAMN15648604,,seed
SAMN15648605,,seed
SAMN15648606,,seed
SAMN15648607,,seed
SAMN15648608,,seed
SAMN15648609,,seed
SAMN15731791,,root
SAMN15731792,,root
SAMN15731793,,root
SAMN15731794,,root
SAMN15731795,,root
SAMN15731796,,root
SAMN15731797,,root
SAMN15731798,,root
SAMN15731799,,root
SAMN15731800,,root
SAMN15731801,,root
SAMN15731802,,root
SAMN15794000,,leaf
SAMN15794001,,leaf
SAMN15794002,,leaf
SAMN15794003,,leaf
SAMN15794004,,leaf
SAMN15794005,,leaf
SAMN15794006,,leaf
SAMN15794007,,leaf
SAMN15825667,,leaf
SAMN15825668,,leaf
SAMN15825669,,leaf
SAMN15835458,,leaf
SAMN15835459,,leaf
SAMN15945237,,leaf
SAMN15963226,,leaf
SAMN15963227,,leaf
SAMN15963228,,leaf
SAMN15963229,,leaf
SAMN15963230,,leaf
SAMN15963231,,leaf
SAMN15963232,,leaf
SAMN15963233,,leaf
SAMN15963234,,leaf
SAMN15963235,,leaf
SAMN15963236,,leaf
SAMN15963237,,leaf
SAMN16086456,iron,root
SAMN16086457,iron,root
SAMN16086458,iron,root
SAMN16086459,iron,root
SAMN16086460,iron,root
SAMN16086461,iron,root
SAMN16089601,iron,
SAMN16089602,iron,
SAMN16089603,stress,
SAMN16089604,iron,
SAMN16089605,iron,
SAMN16089606,stress,
SAMN16089607,iron,root
SAMN16089608,iron,root
SAMN16089609,stress,root
SAMN16089610,iron,root
SAMN16089611,iron,root
SAMN16089612,stress,root
SAMN16113911,iron,
SAMN16113912,iron,root
SAMN16132135,,leaf
SAMN16132136,,leaf
SAMN16132137,,leaf
SAMN16132138,,leaf
SAMN16132139,,leaf
SAMN16132140,,leaf
SAMN16132141,,leaf
SAMN16132142,,leaf
SAMN16132143,,leaf
SAMN16132144,,leaf
SAMN16132145,,leaf
SAMN16132146,,leaf
SAMN16198190,,root
SAMN16198191,,root
SAMN16226299,iron,leave
SAMN16226300,iron,leave
SAMN16226301,iron,leave
SAMN16226302,iron,leave
SAMN16226303,iron,leave
SAMN16226304,iron,leave
SAMN16238399,,root
SAMN16238400,,root
SAMN16238401,,root
SAMN16238402,,root
SAMN16238403,,root
SAMN16238404,control,root
SAMN16238405,,root
SAMN16238406,,root
SAMN16238407,,root
SAMN16238408,control,root
SAMN16238409,,root
SAMN16238410,,root
SAMN16238411,,root
SAMN16238412,,root
SAMN16238413,,root
SAMN16238414,,root
SAMN16238415,,root
SAMN16238416,,root
SAMN16238417,,root
SAMN16238418,control,root
SAMN16293283,,leaf
SAMN16293284,,leaf
SAMN16293286,,leaf
SAMN16293287,,leaf
SAMN16293288,,leaf
SAMN16293289,,leaf
SAMN16294988,control,stem
SAMN16294989,control,stem
SAMN16294990,control,stem
SAMN16294991,control,leave
SAMN16294992,control,leave
SAMN16294993,control,leave
SAMN16294997,control,hypocotyl
SAMN16294998,control,hypocotyl
